molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL1331139,Cc1ccc(C(=S)N2CCN(Cc3ccccc3)CC2)s1,inactive,3100.0
CHEMBL358290,NS(=O)(=O)c1ccc(N/C(S)=N\CCc2ccccc2)cc1,inactive,5840.0
CHEMBL1407203,S=C(c1cn(CCOc2ccccc2)c2ccccc12)N1CCCC1,inactive,5470.0
CHEMBL1487101,OCCN1CCN(C(=S)c2ccc(Br)cc2)CC1,inactive,3340.0
CHEMBL1350887,Cc1nnc2sc(-c3ccc(NC(=O)c4ccc(-c5ccc(Cl)cc5Cl)o4)cc3)nn12,active,409.0
CHEMBL1672291,CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)n2c(s/c(=C\c3ccc(OCC(=O)O)cc3)c2=O)=N1,inactive,3240.0
CHEMBL28721,O=C(O)C(S)C(S)C(=O)O,active,518.0
CHEMBL1965710,O=C(N/N=C/c1coc2ccccc2c1=O)c1cc2ccccc2o1,inactive,33400.0
CHEMBL1580036,Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)O)o2)cc1,active,776.0
CHEMBL1304345,Cc1c(C)n(C(=O)CSc2nc3ccccc3[nH]2)c2ccccc12,active,603.0
CHEMBL1224683,S=C(c1ccc(Br)cc1)N1CCN(Cc2ccccc2)CC1,inactive,1810.0
CHEMBL220259,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,inactive,1040.0
CHEMBL1412803,O=C(NCCCn1ccnc1)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O,inactive,11800.0
CHEMBL1523808,COc1ccc(-c2ccc(NC(=O)c3ccc(Br)o3)cc2)nn1,inactive,4300.0
CHEMBL1461216,O=C(Nc1cc([N+](=O)[O-])ccc1O)c1cccc(C(=O)Nc2cc([N+](=O)[O-])ccc2O)c1,active,456.0
CHEMBL1271266,O=S(=O)(O)c1cc(O)c2cc(Nc3ccccc3)ccc2c1,active,335.0
CHEMBL1485717,CCN1CCN(C(=S)c2ccc(Cl)c(Cl)c2)CC1,active,843.0
CHEMBL1875123,COc1cc(Cl)cc(/C=N\NC(=O)c2ccc3c(c2)OCO3)c1O,inactive,4160.0
CHEMBL1966746,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cccs1,inactive,2130.0
CHEMBL1500616,S=C(NCCCN1CCOCC1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,inactive,3450.0
CHEMBL1608642,COc1cc(C(=S)N2CCCCC2)ccc1O,inactive,1200.0
CHEMBL1398814,COc1ccc(NC(=O)c2cc(=O)c3ccccc3o2)cc1Cl,inactive,2820.0
CHEMBL1417141,Cc1c(CC(=O)O)c(=O)oc2c(C)c(OCc3ccc(F)cc3Cl)ccc12,inactive,2480.0
CHEMBL1487426,Cc1ccc(-c2nc3ncccc3o2)cc1NC(=O)CC(C)C,inactive,80000.0
CHEMBL1733061,CC1=C(O)C(O)=C(C2=C(O)C(O)=C(C)C(=O)C2=O)C(=O)C1=O,active,160.0
CHEMBL1480960,O=C(/C=C/c1ccc(Cl)cc1)NC(=S)Nc1ccc(C(=O)O)cc1,inactive,5890.0
CHEMBL1364192,O=C(CCc1ccccc1)NNC(=O)c1ccc(NC(=O)c2ccccc2)cc1,inactive,3980.0
CHEMBL1484595,O=Cc1cn(-c2ccccc2)nc1-c1cc2cc(O)ccc2oc1=O,inactive,1960.0
CHEMBL1349800,N#CNc1nc(O)cc(O)n1,inactive,2200.0
CHEMBL1470628,Cc1ccc(N=C(S)N(CCN(C)C)Cc2cccs2)c(C)c1,inactive,3370.0
CHEMBL1489711,CCCc1cc(=O)oc2cc(OCC(=O)Nc3ccc(S(N)(=O)=O)cc3)ccc12,inactive,1150.0
CHEMBL1991021,CCOc1ccc(/C=N/NC(=O)c2cc3c(OC)cccc3[nH]2)cc1,inactive,1650.0
CHEMBL1733383,Cc1c(CC(=O)O)c(=O)oc2c(C)c(OCc3ccccc3Br)ccc12,inactive,7430.0
CHEMBL1540065,CCOC(=O)N1CCC(N(CCN(C)C)C(S)=Nc2ccc(Oc3ccccc3)cc2)CC1,inactive,3170.0
CHEMBL1991426,O=C(N/N=C/c1ccncc1)c1cccc(S(=O)(=O)Nc2ccc(Cl)cc2)c1,inactive,2600.0
CHEMBL1463248,COc1ccccc1NS(=O)(=O)c1cc(NC(=O)c2sccc2C)ccc1N1CCCC1,active,665.0
CHEMBL1991440,COc1cc(/C=N/NC(=O)c2ccccc2O)ccc1OCC(=O)Nc1ccccc1,inactive,1250.0
CHEMBL1898589,NN=C1C(Cl)=C(Cl)C(Cl)=C1Cl,inactive,1450.0
CHEMBL1993711,O=C(COc1ccc(/C=N/NC(=O)c2ccccc2O)cc1)Nc1ccccc1,inactive,4220.0
CHEMBL1364175,CC(=O)N1CCOc2ccc(S(=O)(=O)NCc3ccc(F)cc3)cc21,inactive,4640.0
CHEMBL1445488,CCOC(=O)c1sc2nc3c(SCC(=O)O)cc(C(=O)c4ccccc4O)cn3c(=O)c2c1C,inactive,1080.0
CHEMBL1971015,CCOc1cc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)ccc1OCc1ccc(Cl)cc1Cl,inactive,2200.0
CHEMBL1528944,SC1=NC2=C(CCCC2=C2SCCS2)C(c2ccccc2)N1,inactive,5270.0
CHEMBL1993643,Sc1nnc(-c2cccnc2)n1/N=C/c1ccc(Br)s1,inactive,4660.0
CHEMBL1993173,O=C(N/N=C/c1ccc(OC(=O)c2cccs2)cc1)c1cccc(F)c1,inactive,1370.0
CHEMBL1381413,CCCCCn1c(N)c(-c2nc3ccccc3o2)c2c([N+](=O)[O-])nn(C)c(=O)c21,active,738.0
CHEMBL1971404,Cc1cc(C(=O)N/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3Cl)o2)[nH]n1,inactive,3420.0
CHEMBL1360394,COCCCN(C(S)=Nc1c(C)cc(C)cc1C)C(C)c1ccccn1,inactive,15100.0
CHEMBL1971786,O=C(COc1ccc(/C=N/NC(=O)c2ccncc2)cc1)Nc1ccc([N+](=O)[O-])cc1,inactive,6080.0
CHEMBL1506021,SC1=NC(C23CC4CC(CC(C4)C2)C3)=CC(c2ccc3c(c2)OCO3)N1,inactive,15000.0
CHEMBL1528986,N#C/C(=C\c1ccc(OC(=O)c2ccc(Cl)s2)cc1)c1nc2ccccc2[nH]1,inactive,1290.0
CHEMBL1343331,CCc1ccc(NC2=NC(=O)/C(=C/c3ccc(OCC(=O)O)cc3)S2)cc1,inactive,9520.0
CHEMBL1331791,N=C(NCc1ccc2c(c1)OCO2)NC(=O)c1ccccc1,inactive,19000.0
CHEMBL1429265,CC(=O)N1CCC(N(CCN2CCOCC2)C(S)=Nc2ccc(C)cc2)CC1,inactive,17900.0
CHEMBL1714422,COc1cccc(N2[C@@H](CC(=O)O)c3ccc(/C=C/C(=O)O)cc3S2(=O)=O)c1,active,933.0
CHEMBL1564440,O=S(=O)(Nc1ccccc1)c1cccc2nsnc12,inactive,3900.0
CHEMBL1405311,N=C1S/C(=C\c2ccc(O)cc2)C(=O)N1c1ccc(F)cc1,inactive,2200.0
CHEMBL1453902,Cc1ccc(-c2nc(NC(=O)CSc3cc(C)c4ccccc4n3)ns2)cc1,active,770.0
CHEMBL1301519,CCOC(=O)N1CCC(N(CCN(C)C)C(S)=Nc2cc(Cl)ccc2C)CC1,inactive,11800.0
CHEMBL1973036,O=C(N/N=C/c1cccc(Br)c1)c1ccc(N2CCCC2=O)cc1,inactive,7260.0
CHEMBL1477633,COc1ccccc1Nc1ccc([N+](=O)[O-])cc1N,inactive,8010.0
CHEMBL1502703,CN1CCC2(CC1)N=C(S)C(c1ccc(F)cc1)=N2,inactive,8940.0
CHEMBL1973855,O=C(N/N=C/c1ccc(F)cc1)c1cc(-c2ccc3c(c2)OCO3)[nH]n1,inactive,5140.0
CHEMBL1419452,COc1ccc(NC(=S)N(CCCN2CCC(C)CC2)Cc2cccs2)cc1Cl,inactive,6760.0
CHEMBL1594597,Clc1ccc(Cl)c(-c2nc(-c3ccncc3)no2)c1,inactive,6550.0
CHEMBL1996139,O=C(N/N=C/c1cccnc1)c1ccc(NC(=O)c2cccc(Cl)c2)cc1,inactive,5050.0
CHEMBL1996666,NC(=O)c1cc2ccccc2o/c1=N\NC(=O)c1ccccc1O,inactive,5390.0
CHEMBL1405203,CCN1CCN(C(=S)c2ccc(Br)cc2)CC1,inactive,1880.0
CHEMBL1566674,COc1cc(N=C(S)N2CCN(C)CC2)c(OC)cc1Cl,inactive,7710.0
CHEMBL1310336,Cc1cc(C)c2nc(-c3ccccn3)cc(C(=O)Nc3ccc(S(=O)(=O)Nc4onc(C)c4C)cc3)c2c1,inactive,2950.0
CHEMBL1529185,CCCN(CC(=O)Nc1ccccc1OC)C(=O)Cc1ccc2c(c1)CCC2,inactive,4790.0
CHEMBL1724282,O=C(O)Cc1cccc(O)c(=O)c1C(=O)O,active,376.0
CHEMBL1540317,CCC(CC)c1nnc(NC(=O)c2cc(C(=O)OC)cc([N+](=O)[O-])c2)s1,inactive,2280.0
CHEMBL1466912,COc1cc(/C=C2/C(=O)NN(c3cccc(C)c3)C2=O)cc([N+](=O)[O-])c1O,inactive,5630.0
CHEMBL1888617,O=C(Nc1cccc2c(O)nnc(O)c12)c1ccc([N+](=O)[O-])cc1,inactive,3010.0
CHEMBL1888077,Cc1sc2nc(CSC(C)C(=O)Nc3ccc(Cl)cn3)nc(O)c2c1C,inactive,5470.0
CHEMBL1585855,Cc1ccccc1N1CCN(C(=S)c2ccc(-c3cccc([N+](=O)[O-])c3)o2)CC1,inactive,11300.0
CHEMBL1569991,Cn1c(=O)[nH]c(=O)c2c1nc(SCCN1CCCCC1)n2CCCc1ccccc1,active,599.0
CHEMBL1370165,O=C(CSc1nc(-c2ccc(F)cc2)nc2c1Cc1ccccc1O2)Nc1cccc(C(=O)O)c1,active,443.0
CHEMBL1426299,OCCN1CCN(C(=S)c2ccc(Cl)c(Cl)c2)CC1,inactive,1990.0
CHEMBL1381758,COC(=O)c1ccccc1CSc1nsc(/C=C/N(C)C)c1C#N,inactive,2380.0
CHEMBL1368444,N#Cc1c(O)nc(SCC(=O)c2ccc(Br)cc2)nc1-c1cccs1,inactive,7830.0
CHEMBL1545441,COc1ccc(Cl)cc1N=C(S)N(CCCN1CCOCC1)Cc1cn(C)c2ccccc12,inactive,2070.0
CHEMBL1584150,O=C1Nc2ccc3sc4ccccc4c3c2C1=O,inactive,3250.0
CHEMBL1529345,CCOC(=O)CN1C(=O)S/C(=C/c2ccc(OCc3ccc(C(=O)O)cc3)cc2)C1=O,inactive,3240.0
CHEMBL1976599,C/C(=N\NC(=O)c1ccccc1O)c1ccc(NC(=O)Cc2ccccc2)cc1,inactive,2010.0
CHEMBL1976414,O=C(COc1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1)Nc1cccc([N+](=O)[O-])c1,inactive,2410.0
CHEMBL1605157,O=[N+]([O-])c1ccc(O)c(Nc2ncnc3ccccc23)c1,inactive,1980.0
CHEMBL1421470,COc1ccccc1NS(=O)(=O)c1cc(NC(S)=NCCN2CCOCC2)ccc1N1CCOCC1,active,891.0
CHEMBL1460292,CCc1ccc(NC(=O)Cc2cn(C)c3ccccc23)cc1,inactive,80000.0
CHEMBL1531641,O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(-c3nc4ccccc4s3)c1)C2=O,inactive,6240.0
CHEMBL1406679,Cc1ccc(NC(=O)CCn2c(=S)oc3ccccc32)cc1F,inactive,3140.0
CHEMBL1735536,Sc1ncnc2c1ncn2-c1ccc(Cl)cc1,inactive,6290.0
CHEMBL1511981,CSc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1,inactive,1110.0
CHEMBL1330962,CCOc1ccc(CCNC(=O)CS(=O)(=O)Cc2nc(-c3ccc(OC)cc3)oc2C)cc1,inactive,9100.0
CHEMBL1550032,Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3ccccc3Cl)ccc12,inactive,1550.0
CHEMBL1725497,O=C(NN=Cc1ccccc1O)NN=Cc1ccccc1O,inactive,3930.0
CHEMBL1558648,COc1cc(Cl)ccc1N=C(S)N(CCCN1CCOCC1)Cc1cn(C)c2ccccc12,inactive,2070.0
CHEMBL1506538,COc1ccc(NC(S)=NCCCN2CCCC2)cc1Cl,inactive,1890.0
CHEMBL1359614,CC(C(=O)Nc1ccc(O)cc1C(=O)O)N1C(=O)/C(=C\c2cccs2)SC1=S,inactive,1500.0
CHEMBL1547640,COc1cc(/C=C2/SC(=S)N(CC(=O)O)C2=O)ccc1OCC(=O)Nc1ccc(C)c(C)c1,inactive,3640.0
CHEMBL1504939,CN1CCN(C(=S)C(=O)Nc2ccc(Br)cc2)CC1,active,431.0
CHEMBL1608180,COc1cccc(-c2cc(C(=O)Nc3nc4ccccc4s3)c3ccccc3n2)c1,inactive,8430.0
CHEMBL1308781,O=C(C1=C(O)C(=O)N(CCCO)C1c1ccc(Br)cc1)c1ccc(Br)cc1,inactive,58900.0
CHEMBL1581034,,inactive,3910.0
CHEMBL1586360,CN1CCN(C(=S)c2ccc(Br)cc2)CC1,inactive,1510.0
CHEMBL1460464,Cc1ccc(Cn2cc(C=O)c(-c3ccc(C)cc3)n2)cc1,inactive,80000.0
CHEMBL1423213,Cn1cc(CC(=O)Nc2cccc(C#N)c2)c2ccccc21,inactive,80000.0
CHEMBL1387238,COc1ccc(-n2nc(C(=O)NCC(=O)Nc3ccccn3)c3ccccc3c2=O)cc1Cl,inactive,1980.0
CHEMBL1432675,CC(C)OCCCN=C(S)Nc1ccc(S(N)(=O)=O)cc1,active,771.0
CHEMBL1503182,CC(=O)c1ccc(S(=O)(=O)Nc2cccc(-n3cnnn3)c2)cc1,active,526.0
CHEMBL1893949,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)c1ccc(O)nc1,inactive,4880.0
CHEMBL1329712,CCc1ccc(OCC(=O)Nc2ccc(-c3nc4ccccc4o3)c(O)c2)cc1,active,368.0
CHEMBL1597485,CN1CCN(C(S)=Nc2ccc(S(N)(=O)=O)cc2)CC1,inactive,6540.0
CHEMBL1451261,CCN1CCN(C(=S)c2ccc(OCC(=O)NCc3ccccc3)cc2)CC1,inactive,3350.0
CHEMBL1408579,S=C(NCCc1ccccc1)Nc1c(Cl)cccc1Cl,inactive,5760.0
CHEMBL3145017,CCc1c(C)[nH]n(-c2ccc(Oc3ccccc3)c(S(=O)(=O)O)c2)c1=O,inactive,3100.0
CHEMBL1344075,CN(C)c1ccc(C(=S)N2CCN(Cc3ccccc3)CC2)cc1,inactive,3250.0
CHEMBL1302298,CN(C)c1ccc(C(=O)OCC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,inactive,4130.0
CHEMBL1438892,CCCCN(CC)Cc1ccc(CN=C(S)Nc2c(C)cc(C)cc2C)o1,inactive,4520.0
CHEMBL1478082,Cc1ccc(-n2c(C)nc3oc4ccccc4c(=O)c3c2=O)cc1,inactive,1130.0
CHEMBL1340607,COc1ccc(NC(S)=NCCN2CCC(C)CC2)cc1Cl,active,999.0
CHEMBL1731009,[NH-]S(=O)(=O)c1ccccc1.[Na+],inactive,8420.0
CHEMBL1407021,Cc1c(C)c2ccc(OCC(=O)Nc3ccc(S(N)(=O)=O)cc3)c(C)c2oc1=O,inactive,6820.0
CHEMBL1533277,CCCCC(=O)Nc1ccc(C(=O)NNC(=O)c2ccc(C)c(Br)c2)cc1,inactive,3170.0
CHEMBL1595181,CCOC(=O)c1c(NC(=O)OC)sc(C(=O)N(CC)CC)c1C,inactive,4300.0
CHEMBL1893914,O=C(NN=Cc1ccccc1O)c1cccc([N+](=O)[O-])c1,inactive,2390.0
CHEMBL1383849,Cc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccc(OCC(=O)O)c(Br)c3)C2=O)cc1,inactive,6330.0
CHEMBL1434855,O=C1NN(c2cccc(Br)c2)C(=O)/C1=C\c1ccc(N2CCOCC2)cc1,inactive,4480.0
CHEMBL1334491,NS(=O)(=O)c1ccc(NC(=S)N2CCC(Cc3ccccc3)CC2)cc1,inactive,3130.0
CHEMBL1721094,CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)OCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)ccc1C,inactive,1130.0
CHEMBL1721577,CC(=NNC(=S)N1CC2CCC(CC2)C1)c1cccc(C)n1,inactive,6060.0
CHEMBL1303831,CC(C)(C)C(=O)Nc1ccc(C(=O)Nc2cccc(Oc3ccc(C(=O)O)c(C(=O)O)c3)c2)cc1,inactive,16500.0
CHEMBL1430499,COc1ccc2cc3c(N)nn(C(=O)c4cccc(F)c4)c3nc2c1,inactive,5270.0
CHEMBL1982044,O=C(N/N=C/c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc2c(c1)OCCO2,inactive,1930.0
CHEMBL1517266,CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)OC(C)C(=O)Nc2ccc3c(c2)OCCO3)ccc1C,inactive,2470.0
CHEMBL1421970,COC(=O)Nc1sc2c(c1C(N)=O)CCC(C)C2,inactive,1810.0
CHEMBL1982391,O=C(N/N=C/c1ccc(Br)s1)c1cccc([N+](=O)[O-])c1,inactive,2150.0
CHEMBL1353918,Cc1cc(C)c(NC(S)=NCC2CCN(C(C)c3ccccc3)C2)c(C)c1,active,934.0
CHEMBL1433062,COc1ccc(OC)c(N2C(=O)[C@H]3ON=C(c4ccccc4Cl)[C@H]3C2=O)c1,active,469.0
CHEMBL1505300,Cc1cccc(Nc2nn3c(=O)c4ccccc4nc3s2)c1,inactive,1710.0
CHEMBL1383966,CCOC(=O)CC(NS(=O)(=O)c1ccc2ncc(C(=O)O)c(O)c2c1)c1ccc(OCC)c(OC)c1,inactive,1530.0
CHEMBL1569105,COc1ccc(NC(=S)N2CCC(N(C)CC3CCCO3)CC2)cc1Cl,inactive,3650.0
CHEMBL1367604,CCOc1ccc(C(=S)N2CCN(C)CC2)cc1,inactive,3900.0
CHEMBL1489399,CCN1CCN(C(=S)c2ccc(O)cc2)CC1,active,712.0
CHEMBL1467623,Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3cc4c(cc3Cl)OCO4)ccc12,inactive,1510.0
CHEMBL1385949,COc1ccc(NC(=S)N(CCC(C)C)C2CCN(C(C)C)CC2)cc1Cl,active,676.0
CHEMBL1535692,Cc1c(CC(=O)NCCCCCC(=O)O)c(=O)oc2c(C)c3oc4c(c3cc12)CCCC4,inactive,5360.0
CHEMBL1586977,Cc1ccc(S(=O)(=O)c2cnc3ccc(Cl)cc3c2O)cc1,inactive,14500.0
CHEMBL1345966,NC(=NOC(=O)c1cccc2ccccc12)c1cccc([N+](=O)[O-])c1,inactive,5900.0
CHEMBL1412602,O=C(NC1CCCCCC1)C(=S)NC1CCCCC1,inactive,9880.0
CHEMBL1509369,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1,inactive,4420.0
CHEMBL1986343,Cc1nn(C)cc1/C=N/NC(=S)Nc1ccccc1,inactive,3150.0
CHEMBL1986392,O=C(N/N=C/c1ccc(Br)cc1)c1ccc(Br)o1,inactive,9110.0
CHEMBL1985932,COc1ccc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)cc1OCc1ccc(Cl)cc1Cl,inactive,4420.0
CHEMBL1314093,COCCN(C(S)=Nc1c(C)cc(C)cc1C)C(C)c1cccnc1,inactive,1710.0
CHEMBL1331149,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(N2CCOCC2)c(NC(=S)NCCN2CCOCC2)c1,inactive,1100.0
CHEMBL590043,Cn1c(-c2ccccc2)c(-c2cn(CCC(=O)Nc3ccc(-c4ccccc4)cc3)nn2)c2cc(C(=O)O)c(O)cc21,inactive,5500.0
CHEMBL374829,Oc1c(O)c(Br)c(Cc2c(Br)c(O)c(O)c(Br)c2Br)c(Br)c1Br,inactive,50000.0
CHEMBL2316896,O=C(O)c1cc2c(CCc3ccc(Oc4ccccc4)cc3)c(-c3ccccc3)oc2cc1O,inactive,3600.0
CHEMBL2316895,O=C(O)c1cc2c(CCc3ccc(OC(F)(F)F)cc3)c(-c3ccccc3)oc2cc1O,inactive,5200.0
CHEMBL2316894,O=C(O)c1cc2c(CCc3cccc(C(F)(F)F)c3)c(-c3ccccc3)oc2cc1O,inactive,4500.0
CHEMBL2316898,O=C(O)c1cc2c(CCc3cccc(F)c3)c(-c3ccccc3)oc2cc1O,inactive,10900.0
CHEMBL2316897,O=C(O)c1cc2c(/C=C\c3ccc(OC(F)(F)F)cc3)c(-c3ccccc3)oc2cc1O,inactive,4500.0
CHEMBL2311593,O=C(O)c1cc2c(/C=C\c3cc(F)cc(F)c3)c(-c3ccccc3)oc2cc1O,inactive,5000.0
CHEMBL2316908,O=C(O)c1cc2c(C#Cc3ccc(Oc4ccccc4)cc3)c(-c3ccccc3)oc2cc1O,active,600.0
CHEMBL2316907,O=C(O)c1cc2c(C#Cc3ccc(OC(F)(F)F)cc3)c(-c3ccccc3)oc2cc1O,inactive,1800.0
CHEMBL2316902,O=C(O)c1cc2c(C#Cc3cccc(C(F)(F)F)c3)c(-c3ccccc3)oc2cc1O,inactive,1800.0
CHEMBL2316906,O=C(O)c1cc2c(C#Cc3cc(F)cc(F)c3)c(-c3ccccc3)oc2cc1O,inactive,2200.0
CHEMBL2316910,O=C(O)c1cc2c(C#Cc3ccc(F)cc3F)c(-c3ccccc3)oc2cc1O,inactive,2830.0
CHEMBL2316909,COc1cccc(C#Cc2c(-c3ccccc3)oc3cc(O)c(C(=O)O)cc23)c1,inactive,38000.0
CHEMBL2316905,O=C(O)c1cc2c(C#Cc3cccc(Cl)c3)c(-c3ccccc3)oc2cc1O,inactive,2300.0
CHEMBL2316904,O=C(O)c1cc2c(C#Cc3cccc(F)c3)c(-c3ccccc3)oc2cc1O,inactive,3600.0
CHEMBL2316903,O=C(O)c1cc2c(C#Cc3ccccc3)c(-c3ccccc3)oc2cc1O,inactive,4000.0
CHEMBL2316900,O=C(O)c1cc2c(C#CCO)c(-c3ccccc3)oc2cc1O,inactive,100000.0
CHEMBL2316899,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C#Cc1c(-c2ccccc2)oc2cc(O)c(C(=O)O)cc12,inactive,30000.0
CHEMBL2316901,C#Cc1c(-c2ccccc2)oc2cc(O)c(C(=O)O)cc12,inactive,31000.0
CHEMBL2349152,COc1ccc(C(=O)CCc2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)cc1,inactive,8000.0
CHEMBL2349151,N#Cc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)cc1,inactive,7800.0
CHEMBL2349150,Cc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)cc1,inactive,6900.0
CHEMBL2396719,O=C(COc1ccc(-c2oc3cc(O)c(C(=O)O)cc3c2C#Cc2cccc(Cl)c2)cc1)NC1CC1,inactive,2500.0
CHEMBL2396718,CCCNC(=O)COc1ccc(-c2oc3cc(O)c(C(=O)O)cc3c2C#Cc2cccc(Cl)c2)cc1,active,560.0
CHEMBL2419083,O=C(OC1CSSC1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,inactive,13810.0
CHEMBL2419079,NS(=O)(=O)c1ccc(C(=O)OC2CSSC2)cc1,inactive,13360.0
CHEMBL2419088,O=C(OC1CSSC1)c1ccco1,inactive,22290.0
CHEMBL2419087,O=C(OC1CSSC1)c1ccoc1,inactive,21450.0
CHEMBL227075,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,inactive,3940.0
CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,inactive,2570.0
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,inactive,2590.0
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,inactive,23900.0
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,inactive,45180.0
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,inactive,22500.0
CHEMBL2430578,CCCOc1c2cccc1Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)C2,inactive,9200.0
CHEMBL2430577,CCCOc1c2cccc1Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cccc(c1O)C2,inactive,3400.0
CHEMBL611317,CCCOc1c2cccc1Cc1cc(C(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cc(C(P(=O)(O)O)P(=O)(O)O)cc(c1O)C2,inactive,2600.0
CHEMBL611611,CCCOc1c2cccc1Cc1cc(C(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cccc(c1O)C2,inactive,1800.0
CHEMBL2436042,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2cc(C(=O)O)ccc2F)c(-c2ccccc2)s1,inactive,10150.0
CHEMBL2436041,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2ccc(Cl)c(C(=O)O)c2)c(-c2ccccc2)s1,inactive,6790.0
CHEMBL2436037,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2cc(F)ccc2C(=O)O)c(-c2ccccc2)s1,inactive,9890.0
CHEMBL2436032,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2cccc(C(=O)O)c2)c(-c2ccccc2)s1,inactive,5300.0
CHEMBL2436030,O=C(O)c1cccc(NC(=O)c2nc([C@H](Cc3ccc(OCc4ccccc4)cc3)NC(=O)C3CCCCC3)sc2-c2ccccc2)c1,inactive,11660.0
CHEMBL2436017,CCOC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)n1,inactive,20000.0
CHEMBL3219586,C/C(=C/C(C)=C/c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C)n1)C(=O)OCC(=O)O,inactive,20000.0
CHEMBL3219587,CCOC(=O)COC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(C)=O)n1,inactive,20000.0
CHEMBL3219588,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(/C=C(C)/C=C(/C)C(=O)OCC(=O)O)cs1,inactive,20000.0
CHEMBL3219589,CCOC(=O)COC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)Cc2c[nH]c3ccccc23)n1,inactive,20000.0
CHEMBL3219590,C/C(=C/C(C)=C/c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)Cc2c[nH]c3ccccc23)n1)C(=O)OCC(=O)O,inactive,20000.0
