molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL3219591,CCOC(=O)COC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)CCc2c[nH]c3ccccc23)n1,inactive,20000.0
CHEMBL3219593,CCOC(=O)COC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)CCCc2c[nH]c3ccccc23)n1,inactive,20000.0
CHEMBL3219594,C/C(=C/C(C)=C/c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)CCCc2c[nH]c3ccccc23)n1)C(=O)OCC(=O)O,inactive,20000.0
CHEMBL3219592,C/C(=C/C(C)=C/c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)CCc2c[nH]c3ccccc23)n1)C(=O)OCC(=O)O,inactive,19140.0
CHEMBL3238181,O=C(Nc1ccc(-c2ccc(NC(=O)c3ccco3)cc2)cc1)c1ccco1,inactive,52070.0
CHEMBL3238204,O=C(Nc1ccc(-c2ccc(NC(=O)c3ccc(F)cc3)cn2)cc1)c1ccc(F)cc1,inactive,19740.0
CHEMBL179166,,inactive,34660.0
CHEMBL179166,,inactive,14720.0
CHEMBL3319371,Cn1c(-c2cccc(NC(=O)C(=O)Nc3nccs3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,2310.0
CHEMBL3319372,Cn1c(-c2cccc(NC(=O)C(=O)Nc3cccc(OC(F)(F)F)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,2390.0
CHEMBL3319373,Cn1c(-c2cccc(NC(=O)C(=O)Nc3cccc(Br)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,2730.0
CHEMBL3319374,Cn1c(-c2cccc(NC(=O)C(=O)Nc3cccc(F)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,4660.0
CHEMBL3319375,Cn1c(-c2cccc(NC(=O)C(=O)Nc3cccc(I)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,5420.0
CHEMBL3319376,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccc(-c4ccc(C#N)cc4)cc3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,220.0
CHEMBL3319377,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccc(-c4cccc(C#N)c4)cc3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,310.0
CHEMBL3319378,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccccc3-c3ccc(CO)o3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,370.0
CHEMBL3319379,Cn1c(-c2cccc(NC(=O)C(=O)Nc3cccc(-c4ccco4)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,380.0
CHEMBL3319380,Cn1c(-c2cccc(NC(=O)C(=O)Nc3cccc(-c4ccc(C#N)cc4)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,420.0
CHEMBL3319381,Cn1c(-c2cccc(NC(=O)C(=O)Nc3cccc(-c4ccsc4)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,630.0
CHEMBL3319382,Cn1c(-c2cccc(NC(=O)CCC(=O)O)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,56000.0
CHEMBL3319383,Cn1c(-c2cccc(NC(=O)CCC(=O)Nc3ccc(-c4ccsc4)cc3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,2300.0
CHEMBL3319384,Cn1c(-c2cccc(NC(=O)CCC(=O)Nc3ccc(Oc4ccccc4)cc3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,3600.0
CHEMBL3319385,Cn1c(-c2cccc(NC(=O)CCC(=O)Nc3ccc(OCc4ccccc4)c(Cl)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,5000.0
CHEMBL3319386,Cn1c(-c2cccc(NC(=O)CCC(=O)Nc3cccc(OCc4ccccc4)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,4500.0
CHEMBL3319387,Cn1c(-c2cccc(NC(=O)CCC(=O)Nc3cccc(-c4ccccc4)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,5300.0
CHEMBL3319388,Cn1c(-c2cccc(NC(=O)CCC(=O)N3CCc4cc(Br)ccc43)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,7200.0
CHEMBL3319389,Cn1c(-c2cccc(NC(=O)CCC(=O)Nc3ccc(OC(F)(F)F)cc3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,8600.0
CHEMBL3319390,CC(C)c1ccc(NC(=O)CCC(=O)Nc2cccc(-c3c(I)c4cc(C(=O)O)c(O)cc4n3C)c2)cc1,inactive,10700.0
CHEMBL3319391,Cn1c(-c2cccc(NC(=O)CCC(=O)NCc3ccc4c(c3)OCO4)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,14000.0
CHEMBL3319392,CCCN(CC1CC1)C(=O)CCC(=O)Nc1cccc(-c2c(I)c3cc(C(=O)O)c(O)cc3n2C)c1,inactive,20000.0
CHEMBL3319393,Cn1c(-c2cccc(NC(=O)CCC(=O)Nc3nccs3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,26000.0
CHEMBL3319370,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccc(F)cc3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,1840.0
CHEMBL3319369,Cn1c(-c2cccc(NC(=O)C(=O)Nc3nnc(-c4ccccc4)s3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,1790.0
CHEMBL3319368,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,1760.0
CHEMBL3319367,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccc(-n4ccnc4)cc3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,1490.0
CHEMBL3319366,Cn1c(-c2cccc(NC(=O)C(=O)Nc3cccc(Cl)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,1460.0
CHEMBL3319365,Cn1c(-c2cccc(NC(=O)C(=O)Nc3nc4ccccc4s3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,1350.0
CHEMBL3319364,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccccc3-c3nc4ccccc4[nH]3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,1250.0
CHEMBL3319363,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccc(I)cc3)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,1200.0
CHEMBL3319362,Cn1c(-c2cccc(NC(=O)C(=O)N3CCc4cc(Br)ccc43)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,1050.0
CHEMBL3319361,Cn1c(-c2cccc(NC(=O)C(=O)Nc3cccc(OCc4ccccc4)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,860.0
CHEMBL3319360,Cn1c(-c2cccc(NC(=O)C(=O)Nc3cccc(-c4ccccc4)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,770.0
CHEMBL3319359,Cn1c(-c2cccc(NC(=O)C(=O)Nc3nc4ccc(Br)cc4s3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,760.0
CHEMBL3319358,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccc(OCc4ccccc4)c(Cl)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,660.0
CHEMBL3319357,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccc(-c4ccccc4)cc3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,620.0
CHEMBL3319356,Cn1c(-c2cccc(NC(=O)C(=O)Nc3ccc(-c4ccsc4)cc3)c2)c(I)c2cc(C(=O)O)c(O)cc21,active,200.0
CHEMBL3319355,Cn1c(-c2cccc(NC(=O)C(=O)O)c2)c(I)c2cc(C(=O)O)c(O)cc21,inactive,14400.0
CHEMBL179166,,active,24.1
CHEMBL3402404,COc1ccc(C(=O)OCCCCC#Cc2ccc(C(=O)OC3CSSC3)cc2)cc1,inactive,6640.0
CHEMBL3402405,COc1cccc(C(=O)OCCCCC#Cc2ccc(C(=O)OC3CSSC3)cc2)c1,inactive,34620.0
CHEMBL3402406,COc1ccccc1C(=O)OCCCCC#Cc1ccc(C(=O)OC2CSSC2)cc1,inactive,18330.0
CHEMBL3402407,O=C(OC1CSSC1)c1ccc(C#CCCCCOC(=O)c2ccccc2F)cc1,inactive,10450.0
CHEMBL3402408,O=C(OCCCCC#Cc1ccc(C(=O)OC2CSSC2)cc1)c1cccc(F)c1,inactive,8910.0
CHEMBL3402409,O=C(OCCCCC#Cc1ccc(C(=O)OC2CSSC2)cc1)c1ccc(F)cc1,inactive,9410.0
CHEMBL3402410,O=C(OC1CSSC1)c1ccc(C#CCCCCOC(=O)c2ccccc2[N+](=O)[O-])cc1,inactive,11460.0
CHEMBL3402411,O=C(OCCCCC#Cc1ccc(C(=O)OC2CSSC2)cc1)c1cccc([N+](=O)[O-])c1,inactive,22250.0
CHEMBL3402412,O=C(OCCCCC#Cc1ccc(C(=O)OC2CSSC2)cc1)c1ccc([N+](=O)[O-])cc1,inactive,24580.0
CHEMBL3402413,O=C(OC1CSSC1)c1ccc(C#CCCCCOC(=O)c2cc(Br)ccc2Br)cc1,inactive,13220.0
CHEMBL3402416,O=C(OC1CSSC1)c1ccc(OCCCOC(=O)c2cc(Br)ccc2Br)cc1,inactive,10870.0
CHEMBL3402418,O=C(OC1CSSC1)c1ccc(CCCCCCOC(=O)c2cc(Br)ccc2Br)cc1,inactive,9690.0
CHEMBL3402419,O=C(OC1CSSC1)c1ccc(C#CCCOC(=O)c2cc(Br)ccc2Br)cc1,inactive,8250.0
CHEMBL3403305,CCN(CC)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)COC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C,inactive,36800.0
CHEMBL3403308,CCN(CC)C(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)COC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C,inactive,33200.0
CHEMBL3403312,CCN(CC)C(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)COC(=O)[C@@H]1CCCN1C(C)=O)C(C)C,inactive,31900.0
CHEMBL3403316,CCN(CC)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)COC(=O)[C@@H]1CCCN1C(C)=O)C(C)C,inactive,12500.0
CHEMBL3426913,CCCCC(Oc1cc(O)c(C(=O)O)cc1C#Cc1ccccc1OC(F)(F)F)C(=O)NC1CCCCC1,inactive,5400.0
CHEMBL472004,O=S(=O)(O)c1ccc2cc(/N=N/c3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1,active,318.0
CHEMBL539446,C=C/C(=C/C(=O)C[C@H](C)C[C@@H](C)CC[C@H](O)[C@H](C)C(=O)C[C@@H](O)[C@H](C)[C@@H](C)OC(=O)C[C@@H](C)C1=C(C)C(=O)OC1=O)CC,inactive,2900.0
CHEMBL1765357,O=C1/C(=N\Nc2ccc(S(=O)(=O)O)cc2)C(c2ccc([N+](=O)[O-])cc2)=NN1c1ccccc1,inactive,2100.0
CHEMBL179166,,inactive,11620.0
CHEMBL3596431,O=C(O)c1cc2sc(Nc3cccc(Br)c3)nc2cc1O,inactive,50000.0
CHEMBL3609375,CC(C)c1ccc(NC(=O)C(=O)Nc2ccc(NC(=O)C(c3ccccc3)S(=O)(=O)O)cc2)cc1,inactive,2300.0
CHEMBL3609374,O=C(Nc1ccc(NC(=O)C(c2ccccc2)S(=O)(=O)O)cc1)C(=O)Nc1ccc(-c2ccccc2)cc1,inactive,1400.0
CHEMBL3609373,O=C(Nc1ccc(I)cc1)C(=O)Nc1ccc(NC(=O)C(c2ccccc2)S(=O)(=O)O)cc1,inactive,1500.0
CHEMBL3351077,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)[O-])[C@H]3SC2)cc1,inactive,16800.0
CHEMBL3634681,COC(=O)CN(c1ccc(CN(c2ccc(N(Cc3ccccc3)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,inactive,11640.0
CHEMBL179166,,inactive,11620.0
CHEMBL3692103,COc1ccc(CNS(=O)(=O)c2ccc3c(c2)/C(=N/Nc2ccccc2Cl)C(=O)N3)cc1,inactive,100000.0
CHEMBL3696143,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=C/Nc1ccc(C(=O)O)cc1)C(=O)N2,inactive,66500.0
CHEMBL3692070,NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(=O)O)C(=O)N2,inactive,100000.0
CHEMBL3692120,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1cccc([N+](=O)[O-])c1,inactive,66500.0
CHEMBL3696126,O=C1Nc2ccc(C(=O)NCc3ccc(Cl)cc3)cc2/C1=N/Nc1ccccc1C(=O)O,inactive,100000.0
CHEMBL3696159,O=C1Nc2ccc(C(=O)O)cc2/C1=N/Nc1ccccc1,inactive,100000.0
CHEMBL3692068,COC(=O)c1cc(NC(=O)c2ccc3cc(C(=O)OC)ccc3c2)cc(C(=O)OC)c1,inactive,66500.0
CHEMBL3696160,O=C(O)c1ccc2[nH]cc(C(=O)c3cccc4ccccc34)c2c1,inactive,100000.0
CHEMBL502257,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,47260.0
CHEMBL3696156,COC(=O)c1ccccc1/C=C1\C(=O)Nc2ccc(S(=O)(=O)NC(C)C)cc21,inactive,100000.0
CHEMBL497510,O=C1Nc2ccc(C(=O)NCc3ccc(Cl)cc3)cc2/C1=N/Nc1cccc(C(=O)O)c1,inactive,100000.0
CHEMBL3696145,O=C1Nc2ccc(S(=O)(=O)NCc3ccc(Cl)cc3)cc2/C1=C/Nc1ccccc1[N+](=O)[O-],inactive,100000.0
CHEMBL3696136,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(=O)NCc1ccco1)C(=O)N2,inactive,66500.0
CHEMBL446483,NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1[N+](=O)[O-])C(=O)N2,inactive,4990.0
CHEMBL3692102,NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1Cl)C(=O)N2,inactive,100000.0
CHEMBL3696157,O=C1Nc2ccc(C(=O)O)cc2/C1=N/Nc1ccccc1Cl,inactive,66500.0
CHEMBL3696125,CCN(CC)C(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1[N+](=O)[O-])C(=O)N2,inactive,100000.0
CHEMBL3696155,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=C/Nc1ccccc1C(=O)O)C(=O)N2,inactive,66500.0
CHEMBL3692064,O=C(O)c1ccc(NC(=O)c2ccc3cc(C(=O)O)ccc3c2)cc1,inactive,100000.0
CHEMBL3692072,CCc1ccccc1N/N=C1\C(=O)Nc2ccc(S(=O)(=O)O)cc21,inactive,66500.0
CHEMBL3692105,COc1cccc(CNS(=O)(=O)c2ccc3c(c2)/C(=N/Nc2ccccc2Cl)C(=O)N3)c1,inactive,100000.0
CHEMBL3692116,CN(Cc1ccccc1)S(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1Cl)C(=O)N2,inactive,100000.0
CHEMBL3692118,O=C1Nc2ccc(S(=O)(=O)NCc3cccnc3)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,100000.0
CHEMBL3692077,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(=O)O)C(=O)N2,inactive,7940.0
CHEMBL3696158,CCc1ccccc1N/N=C1\C(=O)Nc2ccc(C(=O)O)cc21,inactive,100000.0
CHEMBL3692083,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1[N+](=O)[O-])C(=O)N2,inactive,66500.0
CHEMBL497510,O=C1Nc2ccc(C(=O)NCc3ccc(Cl)cc3)cc2/C1=N/Nc1cccc(C(=O)O)c1,inactive,21670.0
CHEMBL3639950,CCNC(=O)c1ccccc1N/N=C1\C(=O)Nc2ccc(S(=O)(=O)NC(C)C)cc21,inactive,100000.0
CHEMBL3692107,O=C1Nc2ccc(S(=O)(=O)NCc3ccccn3)cc2/C1=N/Nc1ccccc1Cl,inactive,100000.0
CHEMBL3692074,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1ccccc1C(F)(F)F,inactive,66500.0
CHEMBL3696134,CCOC(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(S(=O)(=O)NC(C)C)cc32)cc1,inactive,100000.0
CHEMBL3696137,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(=O)NCCN1CCOCC1)C(=O)N2,inactive,100000.0
CHEMBL3696148,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1cccc(C(=O)NCc3ccccc3)c1)C(=O)N2,inactive,100000.0
CHEMBL3696130,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(N)=O)C(=O)N2,inactive,100000.0
CHEMBL3692078,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1c(Cl)cccc1Cl,inactive,66500.0
CHEMBL3692087,O=C1Nc2ccc(S(=O)(=O)N3CCOCC3)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,100000.0
CHEMBL3692071,Cc1ccccc1N/N=C1\C(=O)Nc2ccc(S(=O)(=O)O)cc21,inactive,100000.0
CHEMBL3692114,O=C1Nc2ccc(S(=O)(=O)NCC3CCCO3)cc2/C1=N/Nc1ccccc1Cl,inactive,100000.0
CHEMBL3692117,O=C1Nc2ccc(S(=O)(=O)NCc3cccnc3)cc2/C1=N/Nc1ccccc1Cl,inactive,100000.0
CHEMBL3692088,CN(C)CCNS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1[N+](=O)[O-])C(=O)N2,inactive,100000.0
CHEMBL3692109,CCCNS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1Cl)C(=O)N2,inactive,100000.0
CHEMBL472004,O=S(=O)(O)c1ccc2cc(/N=N/c3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1,inactive,1087.0
CHEMBL3696140,CCOC(=O)c1cccc(N/C=C2\C(=O)Nc3ccc(S(=O)(=O)NC(C)C)cc32)c1,inactive,66500.0
CHEMBL3696149,CNC(=O)c1cccc(N/N=C2\C(=O)Nc3ccc(S(=O)(=O)NC(C)C)cc32)c1,inactive,100000.0
CHEMBL3692091,COCCNS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1[N+](=O)[O-])C(=O)N2,inactive,100000.0
CHEMBL521563,O=C1Nc2ccccc2/C1=N/Nc1cccc([N+](=O)[O-])c1,inactive,100000.0
CHEMBL3692111,O=C1Nc2ccc(S(=O)(=O)NCc3ccco3)cc2/C1=N/Nc1ccccc1Cl,inactive,100000.0
CHEMBL3692059,COC(=O)c1ccc2cc(C(=O)Nc3ccc(S(N)(=O)=O)cc3)ccc2c1,inactive,100000.0
CHEMBL3692067,O=C(O)c1ccc2cc(C(=O)Nc3cccc(S(=O)(=O)O)c3)ccc2c1,inactive,100000.0
CHEMBL3696128,CC(C)NC(=O)c1ccc2c(c1)/C(=N/Nc1cccc(C(=O)O)c1)C(=O)N2,inactive,100000.0
CHEMBL3696151,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1cccc(C(=O)NCc3cccnc3)c1)C(=O)N2,inactive,66500.0
CHEMBL3696162,O=C(O)c1ccc2[nH]cc(C(=O)c3ccccc3)c2c1,inactive,100000.0
CHEMBL3692090,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1[N+](=O)[O-])C(=O)N2,inactive,49600.0
CHEMBL3696154,COC(=O)c1ccccc1N/C=C1\C(=O)Nc2ccc(S(=O)(=O)NC(C)C)cc21,inactive,66500.0
CHEMBL3692096,COc1cccc(CNS(=O)(=O)c2ccc3c(c2)/C(=N/Nc2ccccc2[N+](=O)[O-])C(=O)N3)c1,inactive,100000.0
CHEMBL3692060,NS(=O)(=O)c1ccc(NC(=O)c2ccc3cc(C(=O)O)ccc3c2)cc1,inactive,100000.0
CHEMBL3692079,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1ccc(Cl)cc1Cl,inactive,66500.0
CHEMBL3692106,O=C1Nc2ccc(S(=O)(=O)NCc3cccs3)cc2/C1=N/Nc1ccccc1Cl,inactive,100000.0
CHEMBL3696131,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(=O)NCCN(C)C)C(=O)N2,inactive,100000.0
CHEMBL3692123,O=S1(=O)OC2(c3ccccc31)c1ccc(O)c(O)c1Oc1c2ccc(O)c1O,inactive,2440.0
CHEMBL3692093,O=C1Nc2ccc(S(=O)(=O)NCC3CCCO3)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,100000.0
CHEMBL3692080,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1cc(Cl)ccc1Cl,inactive,66500.0
CHEMBL3692115,O=C1Nc2ccc(S(=O)(=O)NCc3ccncc3)cc2/C1=N/Nc1ccccc1Cl,inactive,100000.0
CHEMBL3692061,COC(=O)c1ccc2cc(C(=O)Nc3c(O)cccc3C(=O)O)ccc2c1,inactive,66500.0
CHEMBL3692062,O=C(O)c1ccc2cc(C(=O)Nc3c(O)cccc3C(=O)O)ccc2c1,inactive,66500.0
CHEMBL525812,O=C1Nc2ccc(S(=O)(=O)NCc3ccc(Cl)cc3)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,10120.0
CHEMBL1652341,O=C1Nc2ccccc2/C1=N/Nc1ccccc1Cl,inactive,66500.0
CHEMBL3696164,O=C1Oc2ccc(C(=O)O)cc2/C1=N/Nc1ccccc1F,inactive,100000.0
CHEMBL3696146,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1cccc(C(N)=O)c1)C(=O)N2,inactive,66500.0
CHEMBL3692066,O=C(O)c1cccc(NC(=O)c2ccc3cc(C(=O)O)ccc3c2)c1,inactive,100000.0
CHEMBL3696147,COCCNC(=O)c1cccc(N/N=C2\C(=O)Nc3ccc(S(=O)(=O)NC(C)C)cc32)c1,inactive,42380.0
CHEMBL472004,O=S(=O)(O)c1ccc2cc(/N=N/c3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1,active,318.0
CHEMBL1360563,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,inactive,6500.0
CHEMBL3692101,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1Cl)C(=O)N2,inactive,100000.0
CHEMBL3692081,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1ccccc1C(=O)O,inactive,66500.0
CHEMBL3692104,O=C1Nc2ccc(S(=O)(=O)NCc3ccc(Cl)cc3)cc2/C1=N/Nc1ccccc1Cl,inactive,100000.0
CHEMBL3692085,CCN1C(=O)/C(=N\Nc2ccccc2[N+](=O)[O-])c2cc(S(=O)(=O)N(C)C)ccc21,inactive,100000.0
CHEMBL3696153,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1cccc(C(=O)NCCN3CCOCC3)c1)C(=O)N2,inactive,100000.0
CHEMBL3692122,O=S1(=O)OC2(c3ccccc31)c1cc(Br)c(O)c(O)c1Oc1c2cc(Br)c(O)c1O,inactive,1085.0
CHEMBL3696152,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1cccc(C(=O)NCc3ccco3)c1)C(=O)N2,inactive,66500.0
CHEMBL3696135,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(=O)NCc1cccnc1)C(=O)N2,inactive,66500.0
CHEMBL3696123,CCN(CC)C(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(=O)O)C(=O)N2,inactive,100000.0
CHEMBL3692092,CCC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1[N+](=O)[O-])C(=O)N2,inactive,100000.0
CHEMBL3692084,CN1C(=O)/C(=N\Nc2ccccc2[N+](=O)[O-])c2cc(S(=O)(=O)N(C)C)ccc21,inactive,100000.0
CHEMBL3696144,O=C1Cc2cc(S(=O)(=O)NCc3ccc(Cl)cc3)ccc2N1,inactive,100000.0
CHEMBL526644,O=C1Nc2ccc(C(=O)O)cc2/C1=N/Nc1ccccc1C(=O)O,inactive,3550.0
CHEMBL3692082,O=C1Nc2ccc(S(=O)(=O)NCc3ccc(Cl)cc3)cc2/C1=N/Nc1ccccc1C(=O)O,inactive,66500.0
CHEMBL526866,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1cccc(C(=O)O)c1)C(=O)N2,inactive,7580.0
CHEMBL3696141,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=C/Nc1ccccc1[N+](=O)[O-])C(=O)N2,inactive,100000.0
CHEMBL3696133,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(=O)NCc1ccccc1)C(=O)N2,inactive,100000.0
CHEMBL3692108,O=C1Nc2ccc(S(=O)(=O)NCN3CCOCC3)cc2/C1=N/Nc1ccccc1Cl,inactive,100000.0
CHEMBL3692073,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1ccccc1F,inactive,100000.0
CHEMBL497509,O=C1Nc2ccc(C(=O)O)cc2/C1=N/Nc1cccc(C(=O)O)c1,inactive,16070.0
CHEMBL3692089,CCCNS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1[N+](=O)[O-])C(=O)N2,inactive,100000.0
CHEMBL3696150,CCNC(=O)c1cccc(N/N=C2\C(=O)Nc3ccc(S(=O)(=O)NC(C)C)cc32)c1,inactive,100000.0
CHEMBL3696161,COC(=O)c1ccc2[nH]cc(C(=O)c3cccc4ccccc34)c2c1,inactive,100000.0
CHEMBL3692076,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1c(F)c(F)c(F)c(F)c1F,inactive,66500.0
CHEMBL3692119,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1ccccc1Cl,inactive,66500.0
CHEMBL3692075,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1ccccc1,inactive,100000.0
CHEMBL3692099,O=C1Nc2ccc(S(=O)(=O)NCc3ccncc3)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,100000.0
CHEMBL3692100,O=C1Nc2ccc(S(=O)(=O)NCc3ccccn3)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,66500.0
CHEMBL3696127,CC(C)NC(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(=O)O)C(=O)N2,inactive,100000.0
CHEMBL3696142,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=C/Nc1cccc(C(=O)O)c1)C(=O)N2,inactive,66500.0
CHEMBL3692113,CCC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1Cl)C(=O)N2,inactive,100000.0
