MaxPartialCharge,FpDensityMorgan2,BCUT2D_CHGLO,BCUT2D_MRHI,PEOE_VSA12,PEOE_VSA6,SMR_VSA3,SlogP_VSA3,SlogP_VSA8,EState_VSA6,NumHAcceptors,NumSaturatedCarbocycles,fr_bicyclic,TARGET,Kfold
0.2321652949576295,2.055555555555556,-2.4141879342957013,6.375148423928697,5.879988336435371,11.600939890232516,30.133277700390902,11.343744918312968,33.45465886016197,6.196843571613076,10,0,2,1.0,8
0.3134087156264772,1.1551724137931034,-2.2111234838560443,7.894020954892049,0.0,101.10933421679442,4.899909730850478,51.033142197362174,6.076020106833881,62.37841094707413,10,0,0,0.0,9
0.3942391902773707,1.7407407407407407,-2.156617895519644,6.360203902402581,0.0,17.907235706172898,0.0,9.589074368143644,0.0,31.12798783312808,5,0,0,0.0,3
0.2593089164728913,1.7894736842105263,-1.979235944394232,6.347147144359012,5.824404497999927,28.35854303759048,15.124620299019863,0.0,22.842031403419824,42.725522485534206,4,0,0,0.0,5
0.3267205283700369,1.804878048780488,-2.22574612136907,9.103008691979026,0.0,88.44063883808005,9.883888251797686,22.61677795558257,27.75139346784453,12.272863678446956,5,0,2,0.0,9
0.3280010243394562,1.71875,-2.3510550001232264,7.887430919929794,10.023291153407584,17.667306958694127,4.305215991296234,26.03318714447724,0.0,18.19910120538483,5,0,1,0.0,7
0.2659485301402483,2.088235294117647,-2.4128747716838665,6.355235001360162,5.948339280986494,11.600939890232516,24.73242030628785,11.78453493647724,22.29078092177798,23.87798227054323,9,1,1,1.0,5
0.2545112564369433,1.8823529411764703,-2.42552347358482,6.041890796294781,6.290026729335213,31.19885851190933,0.0,25.425947668397978,0.0,0.0,9,0,1,0.0,4
0.2602467899820285,1.8611111111111112,-2.166070115936694,8.26780352143736,5.907179729351506,42.17885959782264,0.0,24.50173841124902,5.573104530069267,48.53093654769288,9,0,1,0.0,1
0.2677411092569157,1.71875,-2.5548185977453715,6.435103396281232,5.948339280986494,68.44455318554753,9.967957041894415,0.0,11.126902983393991,18.19910120538483,6,1,2,0.0,7
0.2763163650025949,2.0689655172413794,-2.1171671608981,7.891160153255501,10.023291153407584,23.733674027155736,4.722094864452088,19.55469129127945,0.0,30.33183534230805,6,0,1,0.0,3
0.210860289751892,1.8387096774193548,-2.4205391212969047,7.993836983040685,5.948339280986494,36.38180777770195,19.35263016910342,0.0,16.550102152848783,11.761884949391115,7,1,2,1.0,7
0.3097423589046214,1.6341463414634143,-2.702039943599384,5.763685630484606,0.0,78.31438624012235,9.780484743446223,16.63034927639461,5.687386274683562,0.0,3,3,8,0.0,6
0.2464672301478963,1.3333333333333333,-2.451749275527168,5.771175989933285,11.828327617421866,96.20889112257905,34.51290504973407,56.59447347436414,11.16387793838399,18.11892055118726,14,0,1,0.0,4
0.5726391481077743,1.763157894736842,-2.2602750963524203,5.915824481343152,0.0,56.58062646602917,5.316788604006331,4.794537184071822,0.0,0.0,5,1,0,0.0,4
0.3490535617924878,1.807692307692308,-2.2937120355448832,7.527312301806955,0.0,48.53093654769288,5.316788604006331,20.304154253640977,0.0,49.38830667892189,6,0,0,0.0,4
0.2763163650026426,1.933333333333333,-2.2604710406676864,7.891119095972223,10.023291153407584,23.733674027155736,9.622004595302569,19.55469129127945,0.0,30.33183534230805,7,0,1,0.0,0
0.2676674661391422,1.8928571428571428,-2.473945104186764,6.434231916674079,5.948339280986494,35.33461391738825,9.967957041894415,4.736862953800049,11.126902983393991,18.19910120538483,6,0,2,0.0,2
0.3376562014800079,2.208333333333333,-2.06229885833056,7.981696296281114,0.0,29.960986154775945,9.273449712266927,10.48971656054684,6.076020106833881,12.13273413692322,7,0,0,0.0,7
0.2659475488558737,1.9666666666666663,-2.412870263674679,5.901347749957924,5.948339280986494,0.0,19.74844178534064,11.78453493647724,22.29078092177798,23.747505767391765,7,0,1,1.0,9
0.4302681072214527,1.4722222222222223,-2.5642212719042776,5.866179550546762,0.0,6.06636706846161,5.316788604006331,10.39558799505551,10.772448428929591,0.0,4,4,1,0.0,1
0.2936667404004814,1.7878787878787878,-2.085363102240424,7.890898047866825,10.023291153407584,35.866408164078955,4.722094864452088,21.36258474339198,0.0,30.33183534230805,7,0,1,0.0,0
0.2626798719955103,1.8888888888888888,-2.416148483555393,6.436962054080792,5.879988336435371,23.20187978046503,19.331562912184783,11.78453493647724,5.687386274683562,49.97289409420152,9,0,0,1.0,9
0.2936667404004814,1.875,-2.079559687358201,7.890890675313906,10.023291153407584,18.19910120538483,9.706073385399296,21.36258474339198,0.0,30.46231184545952,8,0,1,0.0,6
0.2626798372721553,1.84,-2.3758516632539703,6.426942551411319,0.0,29.268246848926644,9.551078168738565,0.0,5.687386274683562,32.04657560476608,5,0,0,0.0,0
0.3389945605441261,1.5476190476190477,-2.154377029319061,6.071612801384558,5.907179729351506,84.07615698565581,24.877758090898777,18.386965572661587,44.54458688856596,6.196843571613076,7,0,4,0.0,6
0.3389948192668939,1.7692307692307692,-2.0993805849467995,14.112017772506062,18.60730176480284,18.19910120538483,9.883888251797686,23.18150275673341,22.16030441862652,18.19910120538483,7,0,2,0.0,2
0.4302681072214527,1.5526315789473684,-2.3276110392947924,5.920189148875036,0.0,6.06636706846161,0.0,15.13245094885556,10.772448428929591,12.13273413692322,6,0,1,0.0,9
0.2551611148414253,1.303030303030303,-2.3104415187066305,6.040365384008225,5.907179729351506,18.19910120538483,4.899909730850478,4.794537184071822,0.0,41.29811214162014,3,0,0,0.0,6
0.2108603243985875,1.9375,-2.411470312417398,7.992704255452606,5.948339280986494,36.027353223237554,19.35263016910342,4.736862953800049,16.41962564969732,11.761884949391115,8,0,2,1.0,6
0.2490401455661231,1.96875,-2.420537771686344,7.993835166496949,11.5076061760385,36.38180777770195,19.35263016910342,0.0,16.550102152848783,6.06636706846161,7,1,2,0.0,8
0.3376259346518794,1.8846153846153848,-2.0593447368630144,7.150410479504004,5.131558479839333,25.184260277315985,10.197363616602075,4.736862953800049,0.0,0.0,8,0,0,0.0,2
0.3374465088841253,1.032258064516129,-2.1020330149455093,6.078355490965462,0.0,12.13273413692322,0.0,14.210588861400147,10.772448428929591,36.39820241076966,7,0,1,0.0,2
0.3913987625138063,1.8,-2.424342718444465,5.733348656881149,5.948339280986494,30.33183534230805,9.551078168738565,7.04767198267719,11.126902983393991,19.18040611960041,6,1,0,1.0,4
0.2268982265845198,1.8695652173913044,-2.3575024295542395,6.433493042809015,5.948339280986494,35.33461391738825,15.284745645900747,0.0,11.126902983393991,12.263210640074686,5,0,0,0.0,5
0.219925792699441,1.9090909090909087,-2.3268499515646885,6.071883199625464,11.532756779648844,0.0,0.0,4.794537184071822,5.573104530069267,0.0,6,0,4,0.0,8
0.2626798372208979,1.78125,-2.426147390236442,6.426983559370904,0.0,53.53371512277308,9.551078168738565,6.4208216229260096,5.687386274683562,22.766200853176183,5,0,1,1.0,5
0.3351789637032716,1.6285714285714286,-2.070317042080055,5.985757945532902,0.0,18.19910120538483,19.86440468298945,0.0,50.007995111936594,37.57210938673705,7,0,2,1.0,3
0.3352567232822721,1.9285714285714288,-2.103702744356206,7.891337485304834,10.023291153407584,6.06636706846161,4.722094864452088,14.817828337479405,5.573104530069267,25.980208536304467,5,0,1,0.0,6
0.1583702586862287,1.8387096774193548,-2.4277137809861373,7.991365999090792,0.0,47.62829311347007,14.951935562841626,11.83581209232279,0.0,18.46005421168776,8,0,2,1.0,6
0.3383322885841159,0.8717948717948718,-2.186012351981,9.106516330140863,0.0,0.0,0.0,14.210588861400147,0.0,0.0,12,0,0,0.0,4
0.1520462046835102,1.9230769230769231,-2.4205108913537554,6.43300560918548,0.0,41.75543554031426,9.967957041894415,0.0,11.257379486545457,12.263210640074686,5,1,0,1.0,5
0.3389948192668939,1.358974358974359,-2.10127544145062,14.112017871517963,0.0,54.59730361615449,4.567099647791355,16.636746350820832,33.287207402020506,30.33183534230805,5,0,1,1.0,7
0.2659475760819427,2.129032258064516,-2.412870813520089,5.90586905721211,5.948339280986494,0.0,24.73242030628785,11.78453493647724,22.29078092177798,24.859287184758813,9,0,1,1.0,9
0.3389945605441261,1.5116279069767442,-2.0716728221456058,6.071367797020359,5.907179729351506,78.00978991719421,19.560969486892446,18.386965572661587,44.54458688856596,10.878646506758262,7,0,1,0.0,5
0.4079497558237794,1.339622641509434,-2.451746299790428,5.796707465397001,0.0,96.20889112257905,20.31065844310742,70.9248621246364,0.0,38.759655647107664,12,0,0,0.0,1
0.2763163570359695,1.9285714285714288,-2.1013126042384704,7.891350621095157,15.930470882759089,6.06636706846161,4.722094864452088,14.817828337479405,0.0,32.04657560476608,6,0,1,0.0,2
0.2497868377655094,1.896551724137931,-2.416939454371021,7.991362874840556,5.922529168094576,23.36282483962363,14.951935562841626,0.0,0.0,18.46005421168776,8,1,0,1.0,7
0.3278211915141639,1.6896551724137931,-2.569960020157995,6.330806158119464,0.0,29.800041095617345,0.0,10.2095276534686,17.202923090227873,6.076020106833881,2,4,0,0.0,2
0.3913987625138063,1.911764705882353,-2.423299749728391,5.909435748341856,5.948339280986494,0.0,24.73242030628785,7.04767198267719,22.29078092177798,26.10414331929104,8,1,1,1.0,2
0.3352042934582132,2.0,-2.029938356358648,6.535528097420611,0.0,12.13273413692322,0.0,4.794537184071822,0.0,6.06636706846161,6,0,1,0.0,7
0.2309893090297181,1.8888888888888888,-1.9759775960452808,7.182944749805773,11.715128420025836,53.18468422805371,15.124620299019863,6.4208216229260096,32.04507530918058,11.336785877934735,4,0,1,0.0,0
0.2912499022861707,2.1785714285714284,-2.4084787817872133,7.989884875548171,0.0,29.429191908085244,9.967957041894415,4.736862953800049,0.0,18.32957770853629,6,0,0,1.0,8
0.3389970901060427,1.761904761904762,-2.581484696721521,5.9982779392124765,0.0,61.59328290946985,0.0,4.794537184071822,22.29294326667848,0.0,5,3,6,0.0,7
0.3232074668519247,1.9090909090909087,-2.121723263263871,8.263864526288168,0.0,36.11249252936103,4.899909730850478,14.383611552215466,6.076020106833881,24.27512131221871,7,0,0,0.0,3
0.2711193988398047,2.2,-1.987024105514947,9.108488207402184,0.0,6.06636706846161,5.425791397110385,0.0,0.0,0.0,5,0,0,0.0,1
