SMILES,IC50(microM)
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3ccc(OC(F)(F)F)cc3)c(=O)n2C)[C@@H]1N,0.119
COc1ccc(cc1)-n1cc(-c2ccc(cc2)C(F)(F)F)c2cc(cnc12)-c1ccc(cc1)C(O)=O,0.12
CC1(N)CCN(CC1)c1ncc(Sc2cccc(Cl)c2Cl)c2nccn12,0.12
Cc1nc(N2CCC3(CC2)[C@H](N)Cc2cccnc32)c(C)c(=O)n1[C@H]1CCCC(Cl)=C1Cl,0.12
C[C@@H]1OCC2(CCN(CC2)c2ncc(Oc3cccc(Cl)c3Cl)c3nccn23)[C@@H]1N,0.12
N[C@H]1CCC11CCN(CC1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,0.12
N[C@@H]1CCCC11CCN(CC1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,0.12
NC1CCCN(CC1)c1nc(N)c(c(n1)C(N)=O)-c1cccc(Cl)c1Cl,0.12
Cn1c(nc2[nH]nc(-c3cccc(Cl)c3Cl)c2c1=O)N1CCC2(COC[C@H]2N)CC1,0.123
Cn1c(nc2[nH]nc(-c3cccc(c3Cl)C(F)(F)F)c2c1=O)N1CCC(C)(CN)CC1,0.127
C[C@@H]1OCC2(CCN(CC2)c2nc3[nH]nc(-c4cc(N)ncc4Cl)c3c(=O)n2C)[C@@H]1N,0.129
COc1ccc(cc1)-n1cc(-c2ccc(cc2)[N+]([O-])=O)c2cc(cnc12)-c1ccc(cc1)C(O)=O,0.13
CC1(N)CCN(CC1)c1ncc(Sc2cccc(Cl)c2Cl)c2nncn12,0.13
N[C@H]1C[C@H](O)CC11CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.135
Cn1c(nc(N)c(Sc2ccccc2Br)c1=O)N1CCC(C)(CN)CC1,0.137
OC(=O)c1ccc(cc1)-c1cnc2n(cc(-c3ccc4nonc4c3)c2c1)-c1ccccc1,0.14
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2cnnc2c1-c1cnc(N)c(Cl)c1Cl,0.14
CC1(N)CCN(CC1)c1nnc(Sc2cccc(Cl)c2Cl)c(N)n1,0.143
NC1CCC11CCN(CC1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,0.145
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc(NC4CC4)c3Cl)c(=O)n2C)[C@@H]1N,0.146
C[C@@H]1OCC2(CCN(CC2)c2nc(C)n(-c3cccc(F)c3Cl)c(=O)c2C)[C@@H]1N,0.15
NCC1CC2CN(CC2C1)c1ncc(Sc2cccc(Cl)c2Cl)c2nccn12,0.15
N[C@@H]1CCCC11CCN(CC1)c1ncc(Sc2cccn3cnnc23)c2nccn12,0.15
CC1(N)CCN(CC1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(=O)NO,0.15
Cn1c(nc(N)c(Sc2cccc3OC(F)(F)Oc23)c1=O)N1CCC(C)(CN)CC1,0.152
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1cccc(Cl)c1,0.16
CC1C(=O)C(=O)C(C(=O)C1=O)=c1c(O)c(O)c(=C)c(O)c1O,<0.16
COC(=O)c1cc(O)c(=O)c2c(O)c(O)ccc2c1,0.161
COCCOc1ccc(cc1)-c1c(N)nc(N2CCC3(CO[C@@H](C)[C@H]3N)CC2)n(C)c1=O,0.169
Nc1nc(cnc1Sc1cccnc1C(F)(F)F)N1CCC(N)(CO)CC1,0.17
Cn1c(nc(N)c(Sc2ccc(Cl)cc2Cl)c1=O)N1CCC(C)(CN)CC1,0.17
C[C@H](N)C1CCN(CC1)c1ncc(Sc2cccc(Cl)c2Cl)c2nccn12,0.17
C[C@@H](N)C1CCN(CC1)c1ncc(Sc2cccc(Cl)c2Cl)c2nccn12,0.17
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1CCCC(C)(N)CC1,0.17
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3cncc(Cl)c3)c(=O)n2C)[C@@H]1N,0.172
C[C@H]1C[C@@H](N)C2(C1)CCN(CC2)c1nc(N)c(-c2ccc(Cl)cc2)c(=O)n1C,0.174
COc1ccc(cc1C)-c1c(N)nc(N2CCC3(CO[C@@H](C)[C@H]3N)CC2)n(C)c1=O,0.175
CC1(CN)CCN(CC1)c1cnc(Sc2ccncc2F)c(N)n1,0.177
C[C@@H]1OCC2(CCN(CC2)c2ccc(Sc3cccnc3C(F)(F)F)c(=O)n2C)[C@@H]1N,0.177
CC1(CN)CCN(CC1)c1ncc(Sc2ccccc2Cl)c(=O)[nH]1,0.178
N[C@@H]1CCCC11CCN(CC1)c1ncc(Sc2ccc3cn[nH]c3c2)c2nccn12,0.18
CCC\C=C\C=C\CCc1cc(O)cc(O)c1C(O)=O,0.18
COc1ccccc1C(=O)Nc1cccc(Sc2ncc(nc2N)N2CCC(C)(N)CC2)c1Cl,0.18
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3ccc(cc3)C(C)(C)C)c(=O)n2C)[C@@H]1N,0.183
N[C@@H]1CC[C@@]11CCN(C1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,0.189
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4c(cccc34)C(O)=O)c3nccn23)[C@@H]1N,0.19
NC1CC2CN(CC2C1)c1ncc(Sc2cccc(Cl)c2Cl)c2nccn12,0.19
Nc1cccc(Sc2ncc(nc2N)N2CCC(N)(CO)CC2)c1Cl,0.195
N[C@@H]1CC(F)(F)CC11CCN(CC1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,0.2
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccc(cc2)-c2ccsc2)c1,0.2
C[C@@H]1OCC2(CCN(CC2)c2nc(N)n(-c3cccc(Cl)c3Cl)c(=O)c2C)[C@@H]1N,0.2
CCCC1(N)CCN(CC1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,0.2
CN(C1CCC(N)CC1)c1cc(C(N)=O)c(c(C)n1)-c1cccc(Cl)c1Cl,0.2
Cc1ccccc1Sc1c(N)nc(N2CCC(C)(CN)CC2)n(C)c1=O,0.2
COc1ccccc1Sc1c(N)nc(N2CCC(C)(CN)CC2)n(C)c1=O,0.206
CC1(N)CCN(CC1)c1cnc(Sc2ccc(Cl)cc2Cl)c(N)n1,0.21
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccc(cc2)-c2ccc(cc2)C#N)c1,0.22
Cc1nc(N2C[C@H]3CC(CO)C[C@@]3(CN)C2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,0.23
NC1CCOC11CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.232
Cn1c(nc(N)c(Sc2cccc(N)c2Cl)c1=O)N1CCC(C)(CN)CC1,0.232
CN[C@@H]1C[C@H](O)CC11CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.234
COc1ccc(cc1)-n1cc(-c2ccc3nonc3c2)c2cc(cnc12)-c1ccc(cc1)C(O)=O,0.24
Cc1nc(N2CCC3(Cc4ccccc4[C@@H]3N)CC2)c(C)c(=O)n1C1=C(Cl)C(Cl)=CCC1,0.25
CC1(N)CCN(CC1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,0.25
N[C@H]1c2ccccc2CC11CCN(CC1)c1ncc(Sc2cccc(Cl)c2Cl)c2nccn12,0.25
CC1(N)CCN(CC1)c1cnc(Sc2ccccc2Cl)c(N)n1,0.251
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3ccc(cc3)C#N)c(=O)n2C)[C@@H]1N,0.256
CC1(N)CCN(CC1)c1cnc(Sc2cccc(NC(=O)c3ccc4ccccc4c3)c2Cl)c(N)n1,0.257
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(C)(CN)CC1,0.26
NC(=O)c1nc(nc(N)c1-c1cccc(Cl)c1Cl)N1CCC(N)(CO)CC1,0.26
CC1(N)CCN(CC1)c1nnc(Sc2ccccc2Cl)c(N)n1,0.266
NCC12CN(CC1CCCC2)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,0.27
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3ccccc3C)c(=O)n2C)[C@@H]1N,0.271
NCC1(F)CCN(CC1)c1cnc(Sc2cccc(N)c2Cl)c(N)n1,0.271
OC(=O)c1cc(O)c(=O)c2c(O)c(O)c(F)cc2c1,0.277
Cn1c(nc(N)c(Sc2cccc3cccnc23)c1=O)N1CCC(C)(CN)CC1,0.279
N[C@@H]1CCCC11CCN(CC1)c1ncc(-c2cccc(Cl)c2Cl)c2nccn12,0.28
CC1(N)CCN(CC1)c1ncc(Sc2ccnc(N)c2Cl)c2nccn12,0.28
Cn1c(nc(N)c(Sc2ccccc2Cl)c1=O)N1CCC(C)(CN)CC1,0.286
N[C@H]1COCC11CCN(CC1)c1cnc(Sc2ccnc(N)c2Cl)c(N)n1,0.298
Cn1c(nc(N)c(Sc2cccc3ncccc23)c1=O)N1CCC(C)(CN)CC1,0.299
Cc1nc(N2CCC3(CC2)Oc2ncccc2[C@@H]3N)c(C)c(=O)n1-c1cccc(Cl)c1Cl,0.3
Cn1c(nc(N)c(Sc2ccccc2[N+]([O-])=O)c1=O)N1CCC(C)(CN)CC1,0.3
CC1(N)CCN(CC1)c1cnc(Sc2cc(O)ccc2Cl)c(N)n1,0.307
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3ccc(Cl)c(Cl)c3)c(=O)n2C)[C@@H]1N,0.309
N[C@@H]1CCCC11CCN(CC1)c1cnc(Sc2cc(F)ncc2Cl)c(N)n1,0.31
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccc(cc2)-c2cccc(c2)C#N)c1,0.31
CC1(CN)CCN(CC1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,0.31
Cn1c(nc2[nH]nc(-c3ccncc3Cl)c2c1=O)N1CCC(C)(CN)CC1,0.312
Nc1nccc(Sc2ncc(nc2N)N2CCC(N)(CO)CC2)c1Cl,0.315
CCN1CCN(CC1)C(=S)c1ccc(Cl)cc1,0.318
OOOSc1ccc2cc(ccc2c1)\N=N/c1cc(c2cccnc2c1O)S(O)(=O)=O,0.318
Oc1c(cc(c2cccnc12)S(O)(=O)=O)\N=N\c1ccc2cc(ccc2c1)S(O)(=O)=O,0.32
Oc1cc(cc2ccc(Nc3ccccc3)cc12)S(O)(=O)=O,0.335
CC1(N)CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.339
NC1CC2(C1)CCN(C2)c1ncc(Sc2cccc(Cl)c2Cl)c2nccn12,0.34
N[C@@H]1CCOC11CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.349
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1cnc2ccccn12,0.35
CC1(CN)CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)c1,0.351
CC1(CN)CCN(CC1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,0.357
NCC1CCN(CC1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,0.358
Cc1nc(NC2CCCC(N)C2)nc(C(N)=O)c1-c1cccc(Cl)c1Cl,0.36
Cn1c(nc2[nH]nc(-c3ccnc(N)c3Cl)c2c1=O)N1CCC2(CCC[C@H]2N)CC1,0.36
CCc1ccc(OCC(=O)Nc2ccc(-c3nc4ccccc4o3)c(O)c2)cc1,0.368
C[C@@H]1OCC2(CCN(CC2)c2nc(C)c(-c3ccccc3)c(=O)n2C)[C@@H]1N,0.369
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccccc2-c2ccc(CO)o2)c1,0.37
Cc1nc(N2CCC(C)(CN)CC2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,0.37
Cn1c(ncc(Sc2ccccc2Cl)c1=O)N1CCC(C)(CN)CC1,0.375
OC(=O)Cc1cccc(=O)c(O)c1C(O)=O,0.376
C[C@@]1(CN)CCN(C[C@@H]1O)c1cnc(Sc2cccc(Cl)c2Cl)c(N)n1,0.377
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(N)(CCO)CC1,0.38
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2cccc(c2)-c2ccco2)c1,0.38
NCC1(O)CCN(CC1)c1cnc(Sc2cccc(N)c2Cl)c(N)n1,0.382
COc1ccc(cc1)-n1cc(-c2ccc(cc2)C#N)c2cc(cnc12)-c1ccc(cc1)C(O)=O,0.39
Cn1c(nc(N)c(Sc2ccccc2C#N)c1=O)N1CCC(C)(CN)CC1,0.391
Nc1nc(cnc1-c1cccc(Cl)c1Cl)N1CC2CNCC12,0.404
Cc1nnc2sc(nn12)-c1ccc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2Cl)cc1,0.409
COc1ccc(cc1)-n1cc(-c2ccc(cc2)[N+]([O-])=O)c2cc(cnc12)-c1cccc(c1)C(O)=O,0.41
COc1ccc(cc1)-n1cc(-c2ccc3nonc3c2)c2cc(cnc12)-c1cccc(c1)C(O)=O,0.41
Cc1ccc(cc1)N1N=C(\C(=N\Nc2ccc(cc2)S(O)(=O)=O)C1=O)c1ccc(cc1)[N+]([O-])=O,0.41
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3ccc(cc3)C3CCOCC3)c(=O)n2C)[C@@H]1N,0.412
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2cccc(c2)-c2ccc(cc2)C#N)c1,0.42
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3cc(Cl)cc(Cl)c3)c(=O)n2C)[C@@H]1N,0.421
C[C@@H]1OCC2(CCN(CC2)c2cc(N)c(Sc3cccnc3C(F)(F)F)c(=O)n2C)[C@@H]1N,0.429
Cn1c(nc(N)c(Sc2ccccc2F)c1=O)N1CCC(C)(CN)CC1,0.429
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1ccc(N)c(Cl)c1Cl,0.43
CN1CCN(CC1)C(=S)C(=O)Nc1ccc(Br)cc1,0.431
Cn1c(nc(N)c(Sc2cccc(OC(F)(F)F)c2)c1=O)N1CCC(C)(CN)CC1,0.441
OC(=O)c1cccc(NC(=O)CSc2nc(nc3Oc4ccccc4Cc23)-c2ccc(F)cc2)c1,0.443
N[C@@H]1CCC11CCN(CC1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,0.445
C[C@@H]1OCC2(CCN(CC2)c2nc3[nH]nc(-c4c(F)ccc(Cl)c4Cl)c3c(=O)n2C)[C@@H]1N,0.45
CC(C)(C)C#Cc1cc(ccc1O)-c1ccc(\C=C\C(O)=O)cc1Cl,0.45
Oc1ccc(cc1NC(=O)c1cccc(c1)C(=O)Nc1cc(ccc1O)[N+]([O-])=O)[N+]([O-])=O,0.456
NCC1CCCN(C1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.459
COc1ccc(OC)c(c1)-n1c(O)c2o[nH]c(-c3ccccc3Cl)c2c1=O,0.469
Cc1nc(N2CCC3(CC2)Oc2ccccc2[C@@H]3N)c(C)c(=O)n1-c1cccc(Cl)c1Cl,0.47
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3cncc4ccccc34)c3nccn23)[C@@H]1N,0.48
C[C@@H]1OCC2(CCN(CC2)c2cnc3c(c[nH]c3n2)-c2cccc(Cl)c2Cl)[C@@H]1N,0.484
COc1ccc(c(Cl)c1Cl)-n1c(C)nc(N2CCC3(CO[C@@H](C)[C@H]3N)CC2)c(C)c1=O,0.5
Oc1c2cc(CP(O)(=O)c3ccccc3)cc1S(=O)(=O)c1cc(CP(O)(=O)c3ccccc3)cc(c1O)S(=O)(=O)c1cc(CP(O)(=O)c3ccccc3)cc(c1O)S(=O)(=O)c1cc(CP(O)(=O)c3ccccc3)cc(c1O)S2(=O)=O,0.5
Clc1cccc(Sc2cnc(N3CCC4(CCCCN4)CC3)n3ccnc23)c1Cl,0.5
COc1ccc(cc1)N1N=C(\C(=N\Nc2ccc(cc2)S(O)(=O)=O)C1=O)c1ccc(cc1)[N+]([O-])=O,0.5
Cn1c(ncc(Sc2ccccc2C(F)(F)F)c1=O)N1CCC(C)(CN)CC1,0.5
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1cccc(N)c1Cl,0.51
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(N)(CO)CC1,0.51
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3cc(Cl)cc(Cl)c3Cl)c(=O)n2C)[C@@H]1N,0.515
OC(=O)C(S)C(S)C(O)=O,0.518
CC(=O)c1ccc(cc1)S(=O)(=O)Nc1cccc(c1)-n1cnnn1,0.526
Cc1nc(nc(C(N)=O)c1-c1cccc(c1Cl)C(F)(F)F)N1CCC(C)(N)CC1,0.53
Nc1nc(cnc1Sc1cccnc1C(F)(F)F)N1CCC(N)(CC1)c1ccccc1,0.542
N[C@H]1CC[C@@]11CCN(C1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,0.548
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3nccc4ccccc34)c3nccn23)[C@@H]1N,0.55
Cc1nc(N2CCC3(CCC3N)CC2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,0.56
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(C)(CC1)NCC1CCC(O)CC1,0.56
CNC1(C)CCN(CC1)c1cc(=O)n(c(C)n1)-c1cccc(Cl)c1Cl,0.56
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC2(CCC2N)CC1,0.56
CCCNC(=O)COc1ccc(cc1)-c1oc2cc(O)c(cc2c1C#Cc1cccc(Cl)c1)C(O)=O,0.56
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1cc(N)ncc1Cl,0.57
COc1ccc(cc1)-n1cc(-c2ccc3C(=O)OCc3c2)c2cc(cnc12)-c1ccc(cc1)C(O)=O,0.58
NCC1CN(CC11CCC1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,0.59
C[C@@H]1OCC2(CCN(CC2)c2nc(C)n(-c3ccc4ccccc4c3Cl)c(=O)c2C)[C@@H]1N,0.59
Cc1nc(N2CCC(CN)(CO)CC2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,0.59
Cn1c2nc(SCCN3CCCCC3)n(CCCc3ccccc3)c2c(=O)[nH]c1=O,0.599
OC(=O)c1cc2c(C#Cc3ccc(Oc4ccccc4)cc3)c(oc2cc1O)-c1ccccc1,0.6
Cc1c(C)c2ccccc2n1C(=O)CSc1nc2ccccc2[nH]1,0.603
Cn1c(nc(N)c(Sc2ccc(N)cc2Cl)c1=O)N1CCC(C)(CN)CC1,0.609
NC1=NC(=O)CC11CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.61
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccc(cc2)-c2ccccc2)c1,0.62
CC1(N)CCN(CC1)c1nnc(c(N)n1)-c1cccc(Cl)c1Cl,0.62
CCOC(=O)c1ccc(cc1)N1N=C(\C(=N\Nc2ccc(cc2)S(O)(=O)=O)C1=O)c1ccc(cc1)[N+]([O-])=O,0.63
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2cccc(c2)-c2ccsc2)c1,0.63
Cn1c(ncc(Sc2cccnc2C(F)(F)F)c1=O)N1CCC(C)(CN)CC1,0.631
CC1(N)CCN(CC1)c1cnc(c(N)n1)-c1cccc2cc[nH]c12,0.632
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccc(OCc3ccccc3)c(Cl)c2)c1,0.66
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1CCC2(CCC[C@H]2N)CC1,0.66
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3cccc4cnsc34)c3nccn23)[C@@H]1N,0.0037
COC[C@@H]1C[C@H]2COc3c(Sc4cnc(N5CCC6(CO[C@@H](C)[C@H]6N)CC5)c(CO)n4)ccnc3N2C1,0.0038
COCOC[C@H]1C[C@H]2COc3c(Sc4cnc(cn4)N4CCC5(Cc6ncccc6[C@H]5N)CC4)ccnc3N2C1,0.0039
Cc1nc(N2CCC3(C[C@@H](O)C[C@H]3N)CC2)n2ccnc2c1Sc1cccc(Cl)c1Cl,0.0039
N[C@@H]1c2ccccc2CC11CCN(CC1)c1cnc(Sc2ccnc(N)c2Cl)c(N)n1,0.004
N[C@@H]1C[C@H](O)CC11CCN(CC1)c1cnc(Sc2ccnc(Cl)c2Cl)c(N)n1,0.004
N[C@@H]1C[C@@H](O)CC11CCN(CC1)c1cnc(Sc2cc(N)nc(Cl)c2Cl)c(N)n1,0.004
C[C@@H]1OCC2(CCN(CC2)c2cnc(Sc3cc(N)nc(Cl)c3Cl)c(N)n2)[C@@H]1N,0.004
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4N5CCCC5COc34)nc2CO)[C@@H]1N,0.004
Cc1nc(N2CCC3(Cc4ccccc4[C@H]3N)CC2)c(C)c(=O)n1-c1cccc(F)c1Cl,0.004
COOCOC[C@H]1C[C@H]2COc3c(Sc4cnc(N5CCC6(CO[C@@H](C)[C@H]6N)CC5)c(CO)n4)ccnc3N2C1,0.004
CO[C@H]1C[C@@H](N)C2(C1)CCN(CC2)c1cnc(Sc2ccnc(Cl)c2Cl)c(N)n1,0.004
Cc1nc(N2CCC3(Cc4ccccc4[C@H]3N)CC2)c(C)c(=O)n1-c1ccc(F)c(Cl)c1Cl,0.004
CCSc1ccccc1Sc1cnc(N2CCC3(Cc4ccccc4[C@H]3N)CC2)n2ccnc12,0.004
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4sccc34)c3nccn23)[C@@H]1N,0.004
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3cccc4ccsc34)c3nccn23)[C@@H]1N,0.0040999999999999995
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3cccc4c(C=O)csc34)c3nccn23)[C@@H]1N,0.0040999999999999995
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1cccc(Cl)c1Cl,0.0040999999999999995
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4c(N)cccc34)c3nccn23)[C@@H]1N,0.004200000000000001
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4ccsc34)c3nccn23)[C@@H]1N,0.004200000000000001
COC[C@@H]1C[C@H]2COc3c(Sc4cnc(N5CCC6(Cc7ncccc7[C@H]6N)CC5)c(CO)n4)ccnc3N2C1,0.004200000000000001
COCOC[C@H]1C[C@H]2COc3c(Sc4cnc(N5CCC6(CO[C@@H](C)[C@H]6N)CC5)c(CO)n4)ccnc3N2C1,0.004200000000000001
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3cccc4ccccc34)c3nccn23)[C@@H]1N,0.0043
COC[C@H]1C[C@H]2COc3c(Sc4cnc(cn4)N4CCC5(CO[C@@H](C)[C@H]5N)CC4)ccnc3N2C1,0.0045
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4c(Br)cccc34)c3nccn23)[C@@H]1N,0.0046
N[C@@H]1c2cccnc2CC11CCN(CC1)c1ncc(Sc2ccnc(N)c2Cl)c2nccn12,0.0048
N[C@@H]1c2ccccc2CC11CCN(CC1)c1ncc(Sc2ccnc(N)c2Cl)c2nccn12,0.0048
COCOC[C@H]1CC2COc3c(Sc4cnc(N5CCC6(CO[C@@H](C)[C@H]6N)CC5)c(CO)n4)ccnc3N2C1,0.004900000000000001
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4N5C[C@@H](CO)C[C@H]5COc34)nc2CO)[C@@H]1N,0.005
N[C@@H]1CCCC11CCN(CC1)c1cnc(Sc2ccnc(F)c2Cl)c(N)n1,0.005
COCO[C@H]1C[C@H]2COc3c(Sc4cnc(N5CCC6(CO[C@@H](C)[C@H]6N)CC5)c(CO)n4)ccnc3N2C1,0.005
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4N5C[C@H](F)CC5COc34)nc2CO)[C@@H]1N,0.005
Cc1nc(N2CCC3(Cc4ccccc4[C@H]3N)CC2)c(C)c(=O)n1-c1cccc(Br)c1Cl,0.005
NC(Cc1ccc(OP(O)(O)=O)c(N)c1)C(=O)NC1(CCCCC1)C(=O)NC(CC(N)=O)C(N)=O,>0.005
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc(N)c3Cl)c3nccn23)[C@@H]1N,0.005
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC2(Cc3ccccc3[C@H]2N)CC1,0.005
Cc1nc(N2CCC3(Cc4ncccc4[C@@H]3N)CC2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,0.005
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3cccc4ncsc34)c3nccn23)[C@@H]1N,0.0052
Cc1nc(N2CCC3(Cc4ccccc4[C@H]3N)CC2)n2ccnc2c1-c1cccc(Cl)c1Cl,0.0054
C[C@@H]1OCC2(CCN(CC2)c2nc3[nH]nc(-c4cccc(Cl)c4F)c3nc2CO)[C@@H]1N,0.0054
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1Sc1ccnc(N)c1Cl,0.0056
COc1ccccc1NS(=O)(=O)c1cc(NC(=O)c2sccc2C)ccc1N1CCCC1,0.665
N[C@@H]1CCCC11CCN(CC1)c1ncc(Sc2cncc3ccccc23)c2nccn12,0.67
COc1ccc(NC(=S)N(CCC(C)C)C2CCN(CC2)C(C)C)cc1Cl,0.676
C[C@@H]1OCC2(CCN(CC2)c2nc(C)n(-c3cccc(Cl)c3Cl)c(=O)c2C(F)(F)F)[C@@H]1N,0.71
CCN1CCN(CC1)C(=S)c1ccc(O)cc1,0.712
Cc1nc(nc(C(N)=O)c1-c1ccnc(Cl)c1Cl)N1CCC(C)(N)CC1,0.72
Cn1c(nc(N)c(Sc2ccccc2O)c1=O)N1CCC(C)(CN)CC1,0.721
CCCCCn1c(N)c(-c2nc3ccccc3o2)c2c(nn(C)c(=O)c12)[N+]([O-])=O,0.738
Cn1c(nc2[nH]nc(-c3cccc(Cl)c3Cl)c2c1=O)N1CCC(C)(N)CC1,0.746
C[C@@H]1OCC2(CCN(CC2)c2cc(=O)n(c(N)n2)-c2cccc(Cl)c2Cl)[C@@H]1N,0.76
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2nc3ccc(Br)cc3s2)c1,0.76
Cc1ccc(cc1)-c1nc(NC(=O)CSc2cc(C)c3ccccc3n2)ns1,0.77
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2cccc(c2)-c2ccccc2)c1,0.77
CC(C)OCCCNC(=S)Nc1ccc(cc1)S(N)(=O)=O,0.771
Cc1ccc(cc1)S(=O)(=O)Cc1ccc(o1)C(O)=O,0.776
