SMILES,IC50(microM)
C[C@]1(CN)CCN(C[C@@H]1O)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.781
N[C@@H]1CCCC11CCN(CC1)c1ncc(-c2cccc(Cl)c2Cl)c(=O)[nH]1,0.782
Cc1nnc2c(Sc3cccc(Cl)c3Cl)cnc(N3CCC(C)(CN)CC3)n12,0.8
OC(=O)c1ccc2NC(=O)C(=NNc3ccccc3C(O)=O)c2c1,0.8
COc1ccccc1-c1c(N)nc(N2CCC3(CO[C@@H](C)[C@H]3N)CC2)n(C)c1=O,0.84
CCN1CCN(CC1)C(=S)c1ccc(Cl)c(Cl)c1,0.843
C[C@H]1CC2(CCN(CC2)c2nc(N)c(Sc3cccnc3C(F)(F)F)c(=O)n2C)[C@@H](N)[C@@H]1C(F)(F)F,0.856
Cc1cccc(c1Cl)-c1cnc(nc1N)N1CCC(C)(N)CC1,0.858
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1ccc2OC(F)(F)Oc2c1,0.86
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2cccc(OCc3ccccc3)c2)c1,0.86
COc1ccccc1NS(=O)(=O)c1cc(NC(=S)NCCN2CCOCC2)ccc1N1CCOCC1,0.891
Nc1nc(cnc1-c1cccc(Cl)c1Cl)N1CCC2NCCC2C1,0.908
COc1c(nc(C)n(-c2cccc(Cl)c2Cl)c1=O)N1CCC2(CO[C@@H](C)[C@@H]2N)CC1,0.91
CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OCC)c(c1)C(=O)OC,0.91
CCOS(=O)(=O)\C=C\c1ccc(OCc2ccc(COc3ccc(\C=C\S(=O)(=O)OCC)cc3)c(c2)C(=O)Nc2ccc(Oc3ccc(cc3)-c3ccccc3)cc2)cc1,0.92
COc1cccc(c1)N1[C@@H](CC(O)=O)c2ccc(\C=C\C(O)=O)cc2S1(=O)=O,0.933
CC(N1CCC(CNC(=S)Nc2c(C)cc(C)cc2C)C1)c1ccccc1,0.934
OS(=O)(=O)c1ccc(N\N=C2/C(=O)N(N=C2c2ccc(cc2)[N+]([O-])=O)c2ccc(cc2)C(F)(F)F)cc1,0.94
CCOS(=O)(=O)\C=C\c1ccc(OCc2ccc(COc3ccc(\C=C\S(=O)(=O)OCC)cc3)c(c2)C(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)cc1,0.94
NC(=O)c1cc(O)c(=O)c2c(O)c(O)c(F)cc2c1,0.949
CC1(N)CCN(CC1)c1ncc(-c2ccc(Cl)s2)c(N)n1,0.95
Oc1cc(O)cc(c1)C(=O)N\N=C\c1ccoc1,0.952
CN1CC2CN(CC2C1)c1nc(C)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,0.96
Cc1ccc(s1)-c1cnc(nc1N)N1CCC(C)(N)CC1,0.974
CCOC(=O)c1cc(O)c(=O)c2c(O)c(O)ccc2c1,0.985
COc1ccc(NC(=S)NCCN2CCC(C)CC2)cc1Cl,0.999
Cc1c(cnn1C)-c1c(C)nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc12,1.0
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1C[C@@H]2CCC(N)[C@H]2C1,1.0
OC(=O)c1cccc(NN=C2C(=O)Nc3ccc(cc23)S(=O)(=O)NCc2ccc(F)cc2)c1,1.0
C[C@@]1(CN)CCN(C[C@@H]1O)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl.C[C@]1(CN)CCN(C[C@H]1O)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,1.0
OC(=O)c1cccc(N\N=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)NCc2ccc(F)cc2)c1,1.0
C[C@]1(CN)CCN(C[C@H]1O)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,1.0
N[C@@H]1[C@H](F)CCC11CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,1.0
Nc1ccc2c(O)cc(cc2c1)S(O)(=O)=O,1.04
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)N2CCc3cc(Br)ccc23)c1,1.05
CCOS(=O)(=O)\C=C\c1ccc(OCc2ccc(COc3ccc(\C=C\S(=O)(=O)OCC)cc3)c(c2)C(=O)Nc2ccc(Oc3ccc(Br)cc3Cl)cc2)cc1,1.05
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3ccccn3)c(=O)n2C)[C@@H]1N,1.063
CCOC(=O)c1sc2nc3c(SCC(O)=O)cc(cn3c(=O)c2c1C)C(=O)c1ccccc1O,1.08
CC1(N)CCN(CC1)c1cnc(Sc2cc(Cl)ccc2Cl)c(N)n1,1.082
Oc1c(Br)cc2c(Oc3c(O)c(O)c(Br)cc3C22OS(=O)(=O)c3ccccc23)c1O,1.085
OC(=O)c1ccc(cc1)-c1cnc2n(Cc3ccccc3)cc(-c3ccc4nonc4c3)c2c1,1.1
Clc1ccc(NS(=O)(=O)c2ccc(N3CCOCC3)c(NC(=S)NCCN3CCOCC3)c2)cc1,1.1
NCC1CN(CC11COC1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,1.1
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1CCC2(CCC[C@H]2N)C1,1.1
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1CCC2(CCC[C@@H]2N)C1,1.1
CNC(=O)c1nc(nc(N)c1-c1cccc(Cl)c1Cl)N1CCC(C)(N)CC1,1.1
Oc1cc(cc2c(cccc12)\N=N\c1cccc2c(O)cc(cc12)S(O)(=O)=O)S(O)(=O)=O,1.1
CCOS(=O)(=O)\C=C\c1ccc(OCc2ccc(COc3ccc(\C=C\S(=O)(=O)OCC)cc3)c(c2)C(=O)Nc2ccc(Oc3ccc(CC)cc3)cc2)cc1,1.1
C[C@@H]1OCC2(CCN(CC2)c2nc(C)n(-c3cccc(Cl)c3Cl)c(=O)n2)[C@@H]1N,1.1
C[C@@H]1OCC2(CCN(CC2)c2cc(=O)n(-c3cccc(Cl)c3Cl)c(n2)C(F)F)[C@@H]1N,1.1
N[C@@H]1CC(F)(F)CC11CCN(CC1)c1cc(=O)n(c(N)n1)-c1cccc(Cl)c1Cl,1.1
Cc1nc(N2CCC(C)(N)CC2)c(Cl)c(=O)n1-c1cccc(Cl)c1Cl,1.1
NC1CCC11CN(C1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,1.106
Oc1c(cc(c2cccnc12)S(O)(=O)=O)N=Nc1ccc2cc(ccc2c1)S(O)(=O)=O,1.11
CSc1ccc(CN=Nc2ccc(cc2[N+]([O-])=O)S(=O)(=O)Nc2ccccc2C(O)=O)cc1,1.11
Cc1ccc(cc1)-n1c(C)nc2oc3ccccc3c(=O)c2c1=O,1.13
CCN(c1ccccc1)S(=O)(=O)c1cc(ccc1C)C(=O)OCC(=O)c1c(N)n(C)c(=O)n(C)c1=O,1.13
CCCc1cc(=O)oc2cc(OCC(=O)Nc3ccc(cc3)S(N)(=O)=O)ccc12,1.15
OS(=O)(=O)c1ccc(N\N=C2/C(=O)N(N=C2c2ccc(cc2)[N+]([O-])=O)c2ccc(Cl)cc2)cc1,1.16
COc1ccc(Cn2cc(-c3ccc4nonc4c3)c3cc(cnc23)-c2ccc(cc2)C(O)=O)cc1,1.2
Cc1nc(N2CCCC(C)(CN)CC2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,1.2
COc1cc(ccc1O)C(=S)N1CCCCC1,1.2
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccc(I)cc2)c1,1.2
C[C@@H]1OCC2(CCN(CC2)c2nc(C)n(-c3ccc4ccccc4c3)c(=O)c2C)[C@@H]1N,1.2
Oc1ccc2cc(cc(O)c(=O)c2c1O)C#N,1.23
CCOS(=O)(=O)\C=C\c1ccc(OCC2=CC[C@H]3[C@@H]2[C@H](OC)OC=C3C(=O)Nc2ccc(Oc3ccc(cc3)-c3ccccc3)cc2)cc1,1.24
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)c1,1.25
COc1cc(\C=N\NC(=O)c2ccccc2O)ccc1OCC(=O)Nc1ccccc1,1.25
Clc1ccc(s1)C(=O)Oc1ccc(\C=C(/C#N)c2nc3ccccc3[nH]2)cc1,1.29
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1cccc(c1)C(F)(F)F,1.3
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1ccnc(N)c1Cl,1.3
OC(=O)c1ccc(NN=C2C(=O)Nc3ccc(cc23)S(=O)(=O)NCc2ccccc2)cc1,1.3
CC1(N)CCN(CC1)c1ncc(Sc2cccc(Cl)c2Cl)c2ncnn12,1.3
NCC1CCN1c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,1.3
Cc1nc(N2CCC3(CC3N)CC2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,1.3
NC1CCN(CC1)c1ncc(c(N)n1)-c1cccc(Cl)c1Cl,1.3
Oc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc(cc1Cl)-c1nnn[nH]1,1.3
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2nc3ccccc3s2)c1,1.35
Fc1cccc(c1)C(=O)N\N=C\c1ccc(OC(=O)c2cccs2)cc1,1.37
Cc1nc(N2CCC3(CC2)Oc2cnccc2[C@@H]3N)c(C)c(=O)n1-c1cccc(Cl)c1Cl,1.4
Cc1nc(N2CCC(C)(N)CC2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,1.4
OC(=O)c1cccc(NN=C2C(=O)Nc3ccc(cc23)S(=O)(=O)NCc2ccc(Cl)cc2)c1,1.4
OS(=O)(=O)C(C(=O)Nc1ccc(NC(=O)C(=O)Nc2ccc(cc2)-c2ccccc2)cc1)c1ccccc1,1.4
Cc1c(nc(N)n(-c2cccc(Cl)c2Cl)c1=O)N1CCC(C)(CN)CC1,1.4
NN=C1C(Cl)=C(Cl)C(Cl)=C1Cl,1.45
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2cccc(Cl)c2)c1,1.46
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccc(cc2)-n2ccnc2)c1,1.49
COc1ccc(cc1)-n1cc(-c2ccc(cc2)C(F)(F)F)c2cc(cnc12)-c1cccc(c1)C(O)=O,1.5
NC[C@@H]1CN(C[C@H]1c1ccccc1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,1.5
Cc1ccc(Cl)cc1N1CCN(CC1)S(=O)(=O)c1ccc2N(CCc2c1)C(=O)CCC(O)=O,1.5
CC(N1C(=S)S\C(=C\c2cccs2)C1=O)C(=O)Nc1ccc(O)cc1C(O)=O,1.5
OS(=O)(=O)C(C(=O)Nc1ccc(NC(=O)C(=O)Nc2ccc(I)cc2)cc1)c1ccccc1,1.5
Cc1nc(cc(=O)n1-c1cccc(c1Cl)C(F)(F)F)N1CCC(C)(CN)CC1,1.5
Cc1c(OCc2cc3OCOc3cc2Cl)ccc2c(C)c(CCC(O)=O)c(=O)oc12,1.51
CN1CCN(CC1)C(=S)c1ccc(Br)cc1,1.51
CCOC(=O)CC(NS(=O)(=O)c1ccc2ncc(C(O)=O)c(O)c2c1)c1ccc(OCC)c(OC)c1,1.53
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(N)=O,1.54
Cc1c(OCc2ccccc2Cl)ccc2c(C)c(CCC(O)=O)c(=O)oc12,1.55
Oc1ccc2cc(cc(O)c(=O)c2c1O)-c1nc(CCl)co1,1.573
CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OCC)c(c1)C(=O)Nc1ccc(OC)c(OC)c1,1.59
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3cccnc3C)c(=O)n2C)[C@@H]1N,1.594
COc1ccc(cc1)-n1cc(-c2ccc3nonc3c2)c2cc(cnc12)C1=CCC(CC1)C(O)=O,1.6
NCC1CC2CCC(C1)N2c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,1.6
CC1(N)CCN(CC1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(=O)NN,1.6
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCCC(C)(N)CC1,1.6
Cn1c(ccc(Sc2cccc(Cl)c2Cl)c1=O)N1CCC(C)(CN)CC1,1.623
CCOc1ccc(\C=N\NC(=O)c2cc3c(OC)cccc3[nH]2)cc1,1.65
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3cccc(c3)C(F)(F)F)c(=O)n2C)[C@@H]1N,1.69
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1cccnc1,1.7
CC1(CN)CN(C1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,1.7
Cc1nc(N2C[C@H]3COC[C@@]3(CN)C2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,1.7
CCOS(=O)(=O)\C=C\c1ccc(OCc2ccc(COc3ccc(\C=C\S(=O)(=O)OCC)cc3)c(c2)C(=O)Nc2ccc(Oc3cccc(c3)C(F)(F)F)cc2)cc1,1.7
COCCN(C(C)c1cccnc1)C(=S)Nc1c(C)cc(C)cc1C,1.71
CCCCCCCCCCCCC\C=C\[C@]12[C@H]([C@H](C)OC1=O)[C@H](C(C)=O)C(=CC2CCCCCCCCCCCC)C(O)=O,1.71
Cc1cccc(Nc2nn3c(nc4ccccc4c3=O)s2)c1,1.71
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccc(Cl)c(c2)C(F)(F)F)c1,1.76
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2nnc(s2)-c2ccccc2)c1,1.79
N[C@H]1CCCC11CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,1.8
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1ccncc1,1.8
CCCOc1c2Cc3cccc(Cc4cccc(Cc5cc(cc(Cc1ccc2)c5O)C(P(O)(O)=O)P(O)(O)=O)c4OCCC)c3O,1.8
OC(=O)c1cc2c(C#Cc3ccc(OC(F)(F)F)cc3)c(oc2cc1O)-c1ccccc1,1.8
OC(=O)c1cc2c(C#Cc3cccc(c3)C(F)(F)F)c(oc2cc1O)-c1ccccc1,1.8
COC(=O)Nc1sc2CC(C)CCc2c1C(N)=O,1.81
Brc1ccc(cc1)C(=S)N1CCN(Cc2ccccc2)CC1,1.81
Nc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc(\C=C\C(O)=O)cc1Cl,1.83
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2ccc(F)cc2)c1,1.84
CCN1CCN(CC1)C(=S)c1ccc(Br)cc1,1.88
COc1ccc(NC(=S)NCCCN2CCCC2)cc1Cl,1.89
C[C@H]1OCC2(CCN(CC2)c2cc(=O)n(c(C)n2)-c2c(F)ccc(Cl)c2Cl)[C@@H]1N,1.9
[O-][N+](=O)c1cc(\C=N\NC(=O)c2ccc3OCCOc3c2)ccc1Cl,1.93
CCOS(=O)(=O)CCc1ccc(O[C@@H]2CN(C[C@H]2Oc2ccc(\C=C\S(=O)(=O)OCC)cc2)C(=O)C(=O)Nc2ccc(Oc3ccc(cc3)-c3ccccc3)cc2)cc1,1.95
Oc1ccc2oc(=O)c(cc2c1)-c1nn(cc1C=O)-c1ccccc1,1.96
Cc1ccc(NC(=O)c2ccc3nc(sc3c2)N2CCOCC2)c(Cl)c1,1.97
COc1ccc(cc1Cl)-n1nc(C(=O)NCC(=O)Nc2ccccn2)c2ccccc2c1=O,1.98
CC1(N)CCN(CC1)c1ncc(c(N)n1)-c1cccc(Cl)c1Cl,1.98
Oc1ccc(cc1Nc1ncnc2ccccc12)[N+]([O-])=O,1.98
OCCN1CCN(CC1)C(=S)c1ccc(Cl)c(Cl)c1,1.99
COc1ccc(cc1)-n1cc(-c2ccncc2)c2cc(cnc12)-c1cccc(c1)C(O)=O,2.0
COc1ccc(cc1)-n1cc(-c2ccc3OCOc3c2)c2cc(cnc12)-c1ccc(cc1)C(O)=O,2.0
N[C@@H]1CCCC11CCN(CC1)c1ncc(Nc2cccc(Cl)c2Cl)c2nccn12,2.0
Cc1nc(nc(C(N)=O)c1-c1ccc(F)cc1Cl)N1CCC(C)(N)CC1,2.0
Cc1nc(N2CCCC(CN)CC2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,2.0
NC(=O)C1(CCN(CC1)C(=S)Nc1ccc(cc1)S(N)(=O)=O)N1CCCCC1,2.0
CC1(CN)CCN(CC1)c1ncc(Sc2cccnc2C(F)(F)F)c(=O)[nH]1,>2.0
CC(=NNC(=O)c1ccccc1O)c1ccc(NC(=O)Cc2ccccc2)cc1,2.01
COc1ccc(Cl)cc1NC(=S)N(CCCN1CCOCC1)Cc1cn(C)c2ccccc12,2.07
COc1cc(Cl)ccc1NC(=S)N(CCCN1CCOCC1)Cc1cn(C)c2ccccc12,2.07
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1C[C@@H]2CC[C@@H](N)[C@@H]2C1,2.1
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC2(CCCC2CN)CC1,2.1
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(N)(CC1)C(N)=O,2.1
OS(=O)(=O)c1ccc(cc1)N=Nc1c([nH]n(-c2ccccc2)c1=O)-c1ccc(cc1)[N+]([O-])=O,2.1
CC1(N)CCN(CC1)c1nc(N)c(-c2cccc(Cl)c2)c(n1)C(N)=O,2.1
OC(=O)\C=C\c1ccc(c(Cl)c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2,2.1
Nc1cc2nsnc2cc1C#C,2.11
OC(=O)\C=C\c1ccc(c(Cl)c1)-c1ccc(F)c(c1)C12CC3CC(CC(C3)C1)C2,2.11
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3ccc(cc3)N3CCOCC3)c(=O)n2C)[C@@H]1N,2.116
C[C-](\N=[NH+]\c1ccc(cc1[N+]([O-])=O)S(N)(=O)=O)c1cccs1,2.13
CCOc1ccc(cc1[N+]([O-])=O)C(=O)Nc1cc(ccc1Cl)-c1nc2ccccc2[nH]1,2.14
[O-][N+](=O)c1cccc(c1)C(=O)N\N=C\c1ccc(Br)s1,2.15
COC(=O)CN(c1ccc(CN(c2ccc(OCc3ccc(C)cc3)c(c2)C(=O)OC)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,2.16
CCOS(=O)(=O)CCc1ccc(O[C@H]2CN(C[C@H]2Oc2ccc(\C=C\S(=O)(=O)OCC)cc2)C(=O)C(=O)Nc2ccc(Oc3ccc(cc3)-c3ccccc3)cc2)cc1,2.18
CCOc1ccc(NC(=O)CN2C(=O)\C(=C3/SC(=S)C(CCS([O-])(=O)=O)C3=O)c3ccccc23)cc1,2.2
CCOc1cc(CN=Nc2nc(O)c(CC(O)=O)s2)ccc1OCc1ccc(Cl)cc1Cl,2.2
Oc1ccc(\C=C2/SC(=N)N(C2=O)c2ccc(F)cc2)cc1,2.2
Oc1cc(=O)[nH]c(NC#N)n1,2.2
OC(=O)c1cc2c(C#Cc3cc(F)cc(F)c3)c(oc2cc1O)-c1ccccc1,2.2
OC1=NC(=O)C(S1)=Cc1ccc(c(Cl)c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2,2.2
Cn1c(nc(N)c(Sc2cccc(Cl)c2)c1=O)N1CCC(C)(CN)CC1,2.214
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3cc(Cl)ccc3Cl)c(=O)n2C)[C@@H]1N,2.233
CC12CC3CC(C)(C1)CC(C3)(C2)c1cc(ccc1O)-c1ccc(\C=C\C(O)=O)cc1Cl,2.27
CCC(CC)c1nnc(NC(=O)c2cc(cc(c2)[N+]([O-])=O)C(=O)OC)s1,2.28
CCCCCCCCCCc1ccc(NC(=O)C(=O)N2C[C@@H](Oc3ccc(CCS(=O)(=O)OCC)cc3)[C@@H](C2)Oc2ccc(\C=C\S(=O)(=O)OCC)cc2)cc1,2.28
CCOC(=O)c1ccc(cc1)-c1cnc2n(cc(-c3ccc4nonc4c3)c2c1)-c1ccc(OC)cc1,2.3
Cc1nc(N[C@@H]2CC[C@H](N)CC2)nc(C(N)=O)c1-c1cccc(Cl)c1Cl,2.3
CC(C)c1ccc(NC(=O)C(=O)Nc2ccc(NC(=O)C(c3ccccc3)S(O)(=O)=O)cc2)cc1,2.3
OC(=O)c1cc2c(C#Cc3cccc(Cl)c3)c(oc2cc1O)-c1ccccc1,2.3
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)CCC(=O)Nc2ccc(cc2)-c2ccsc2)c1,2.3
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2nccs2)c1,2.31
COC(=O)c1ccccc1CSc1nsc(\C=C\N(C)C)c1C#N,2.38
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2cccc(OC(F)(F)F)c2)c1,2.39
[O-][N+](=O)c1cccc(c1)C(=O)N\[NH+]=C\[c-]1ccccc1=O,2.39
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1C2COCC1CC(N)C2,2.4
Oc1ccc(cc1)C(=O)N\N=C\c1ccc(OCC(=O)Nc2cccc(c2)[N+]([O-])=O)cc1,2.41
Oc1ccc2c(Oc3c(O)c(O)ccc3C22OS(=O)(=O)c3ccccc23)c1O,2.44
[O-][N+](=O)c1ccc(OCC(=O)Nc2nnc(s2)-c2cccnc2)cc1,2.44
CCN(c1ccccc1)S(=O)(=O)c1cc(ccc1C)C(=O)OC(C)C(=O)Nc1ccc2OCCOc2c1,2.47
Cc1c(OCc2ccc(F)cc2Cl)ccc2c(C)c(CC(O)=O)c(=O)oc12,2.48
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(CC1)NC[C@@H](O)CO,2.5
C(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1-c1cccc(CN2CCCC2)c1)C1CCCCC1,2.5
C(N[C@@H]1C[C@H]2OC[C@@H]([C@H]2O1)n1nnnc1-c1cccc(CN2CCCC2)c1)C1CCCCC1,2.5
C(NC1COC2C1OC[C@@H]2n1nnnc1-c1cccc(CN2CCCC2)c1)C1CCCCC1,2.5
OC(=O)c1cc2c(C#Cc3cccc(Cl)c3)c(oc2cc1O)-c1ccc(OCC(=O)NC2CC2)cc1,2.5
CC1Cc2cc(ccc2N1C(=O)CCC(O)=O)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,2.5
Cc1coc-2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,2.57
CC1(N)CCN(CC1)c1cnc(C2=CCCCC2)c(N)n1,2.585
Cc1coc-2c1C(=O)C(=O)c1c3CCCC(C)(C)c3ccc-21,2.59
Clc1ccc(NS(=O)(=O)c2cccc(c2)C(=O)N\N=C\c2ccncc2)cc1,2.6
CCCOc1c2Cc3cc(cc(Cc4cccc(Cc5cc(cc(Cc1ccc2)c5O)C(P(O)(O)=O)P(O)(O)=O)c4OCCC)c3O)C(P(O)(O)=O)P(O)(O)=O,2.6
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1C[C@H]2CC(O)C[C@@]2(CN)C1,2.6
Fc1ccc(NC(=O)c2ccc(s2)-c2ccc(cc2)C(=O)Nc2ccc(F)cc2)cc1,2.63
CCCCCCCCCCCCc1ccc(NC(=O)C(=O)N2C[C@@H](Oc3ccc(CCS(=O)(=O)OCC)cc3)[C@@H](C2)Oc2ccc(\C=C\S(=O)(=O)OCC)cc2)cc1,2.67
NC1C2CCCC1CN(C2)c1nc(N)c(c(n1)C(N)=O)-c1cccc(Cl)c1Cl,2.7
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2cccc(Br)c2)c1,2.73
CCCc1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)Oc2cc(O)c(C(O)=O)c(CCC)c2)c(CCC)c1,2.73
OC(=O)\C=C\C(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,2.8
OC(=O)CCCC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,2.8
OC(=O)\C=C/C(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,2.8
COc1ccc(NC(=O)c2cc(=O)c3ccccc3o2)cc1Cl,2.82
OC(=O)c1cc2c(C#Cc3ccc(F)cc3F)c(oc2cc1O)-c1ccccc1,2.83
COc1cc(Cl)c(Cl)c(c1)-c1cnc(nc1N)N1CCC(C)(N)CC1,2.859
CC\C(C=C)=C/C(=O)C[C@H](C)C[C@@H](C)CC[C@H](O)[C@H](C)C(=O)C[C@@H](O)[C@H](C)[C@@H](C)OC(=O)C[C@@H](C)C1=C(C)C(=O)OC1=O,2.9
CCCCCCCCCCCCc1ccc(NC(=O)C(=O)N2C[C@H](Oc3ccc(CCS(=O)(=O)OCC)cc3)[C@@H](C2)Oc2ccc(\C=C\S(=O)(=O)OCC)cc2)cc1,2.94
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)-c3ccccn3)cc2)c1C,2.95
C[C@@H]1OCC2(CCN(CC2)c2nc(N)c(-c3ccnc(Cl)c3)c(=O)n2C)[C@@H]1N,2.951
OC(=O)c1cccc(NC(=O)N2CCc3cc(ccc23)S(=O)(=O)N2CCN(CC2)c2cccc(Cl)c2)c1,3.0
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(C)(CC1)[C@@H](O)CN,3.0
CC1(CN)CCN(CC1)c1cc(=O)n(-c2cccc(Cl)c2Cl)c(n1)C(F)F,3.0
[O-][N+](=O)c1ccc(cc1)C(=O)Nc1cccc2c1c(=O)[nH][nH]c2=O,3.01
CCc1c(C)[nH]n(-c2ccc(Oc3ccccc3)c(c2)S(O)(=O)=O)c1=O,3.1
CCc1oc2cc(ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1)S(=O)(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,3.1
CCOS(=O)(=O)CCc1ccc(O[C@H]2CN(C[C@H]2Oc2ccc(\C=C\S(=O)(=O)OCC)cc2)C(=O)C(=O)Nc2ccc(Oc3ccc(CC)cc3)cc2)cc1,3.1
Cc1nc(NC2CCCC2CN)nc(C(N)=O)c1-c1cccc(Cl)c1Cl,3.1
Cc1ccc(s1)C(=S)N1CCN(Cc2ccccc2)CC1,3.1
